loop_i,video_fid,t_sec,camera_id,kind,track_id
191,955,31.833,camera_7,new_track,5
192,960,32.0,camera_5,lost_track,11
193,965,32.167,camera_6,new_track,11
195,975,32.5,camera_3,lost_track,2
197,985,32.833,camera_3,reacquired,2
197,985,32.833,camera_5,reacquired,10
198,990,33.0,camera_5,lost_track,8
199,995,33.167,camera_6,lost_track,11
199,995,33.167,camera_7,removed,4
201,1005,33.5,camera_6,lost_track,10
202,1010,33.667,camera_3,lost_track,6
202,1010,33.667,camera_5,lost_track,10
206,1030,34.333,camera_6,new_track,12
207,1035,34.5,camera_6,new_track,13
209,1045,34.833,camera_5,new_track,13
209,1045,34.833,camera_5,lost_track,12
209,1045,34.833,camera_6,new_track,14
209,1045,34.833,camera_6,lost_track,9
210,1050,35.0,camera_4,removed,2
210,1050,35.0,camera_7,lost_track,2
211,1055,35.167,camera_6,lost_track,14
212,1060,35.333,camera_4,new_track,3
213,1065,35.5,camera_1,lost_track,3
218,1090,36.333,camera_4,lost_track,3
219,1095,36.5,camera_7,new_track,6
219,1095,36.5,camera_7,removed,3
220,1100,36.667,camera_2,removed,5
220,1100,36.667,camera_6,new_track,15
220,1100,36.667,camera_7,lost_track,6
221,1105,36.833,camera_1,lost_track,4
221,1105,36.833,camera_3,lost_track,2
222,1110,37.0,camera_5,removed,11
223,1115,37.167,camera_5,new_track,14
223,1115,37.167,camera_6,new_track,16
224,1120,37.333,camera_3,reacquired,2
224,1120,37.333,camera_6,new_track,17
225,1125,37.5,camera_4,new_track,4
226,1130,37.667,camera_7,lost_track,5
227,1135,37.833,camera_2,lost_track,6
228,1140,38.0,camera_5,removed,8
229,1145,38.167,camera_4,lost_track,4
229,1145,38.167,camera_6,removed,11
230,1150,38.333,camera_6,lost_track,13
231,1155,38.5,camera_6,removed,10
232,1160,38.667,camera_3,removed,6
232,1160,38.667,camera_5,removed,10
232,1160,38.667,camera_6,lost_track,16
233,1165,38.833,camera_6,lost_track,17
234,1170,39.0,camera_7,reacquired,6
235,1175,39.167,camera_6,lost_track,12
239,1195,39.833,camera_5,lost_track,7
239,1195,39.833,camera_5,removed,12
239,1195,39.833,camera_6,removed,9
240,1200,40.0,camera_7,removed,2
241,1205,40.167,camera_6,removed,14
243,1215,40.5,camera_1,removed,3
244,1220,40.667,camera_5,new_track,15
245,1225,40.833,camera_5,lost_track,14
246,1230,41.0,camera_6,new_track,18
247,1235,41.167,camera_2,new_track,7
247,1235,41.167,camera_6,lost_track,15
248,1240,41.333,camera_4,removed,3
251,1255,41.833,camera_1,removed,4
253,1265,42.167,camera_1,new_track,5
253,1265,42.167,camera_1,new_track,6
254,1270,42.333,camera_3,new_track,7
256,1280,42.667,camera_7,removed,5
257,1285,42.833,camera_2,removed,6
258,1290,43.0,camera_5,new_track,16
259,1295,43.167,camera_4,removed,4
260,1300,43.333,camera_6,removed,13
261,1305,43.5,camera_5,lost_track,16
262,1310,43.667,camera_5,new_track,17
262,1310,43.667,camera_6,removed,16
