bound_rate,c0,c_star,cameras,chef_switch_rate,chef_switches,chef_switches_interleaved,clip_id,duration_s,exclusive,first_bound_fid,frac_iou_ge_075,gap_band,gaps_s,ghost_box_rate,ghost_track_rate,gt_id,handoff_type,l2_detail_k1,l2_detail_k5,l2_n_pairs_dropped_k1,l2_n_pairs_dropped_k5,l2_n_pairs_k1,l2_n_pairs_k5,l2_p_reacquire_ci_k1,l2_p_reacquire_ci_k5,l2_p_reacquire_k1,l2_p_reacquire_k5,l3_chef_per_camera,l3_n_camera_pairs,l3_n_chef_ids_per_camera,l3_n_pairs_dropped,l3_n_pairs_usable,l3_n_simul_frames,l3_p_handoff,l3_p_handoff_ci,l3_p_simul_agree,l3_p_simul_agree_ci,level,majority_tie,mean_iou,mean_iou_matched,median_iou,n_B,n_boxes,n_chefs_created_before_target_bound,n_distinct_chef_ids,n_ghost_boxes,n_ghost_tracks,n_matched,n_other_ids,n_sampled_cells,n_target_cells,n_track_ids,n_tracks_in_window,p10_iou,p90_iou,p_chef_shared_with_other_box,p_continuity,p_continuity_ci,p_exclusive,p_exclusive_ci,p_majority,p_majority_ci,recall_ci,recall_target,rule,seq,stride,track_switch_rate,track_switches,visibility
0.9596,1,2,camera_1,0.0025,1,1,L1-seq_020-c1-12-003195,14.0,True,3203,0.8789,,,0.067,0.75,12,,,,,,,,,,,,,,,,,,,,,,L1,False,0.8757,0.9125,0.9452,404,433,0,2,29,3,404,0,421,421,2,4,0.7101,0.9797,0.0,0.0124,"(0.0053, 0.0286)",,"(None, None)",0.9876,"(0.9714, 0.9947)","(0.9363, 0.9746)",0.9596,L1,seq_020,1,0.0025,1,1.0
1.0,1,1,camera_4,0.0,0,0,L1-seq_025-c4-12-000120,12.5,True,120,0.9737,,,0.0,0.0,12,,,,,,,,,,,,,,,,,,,,,,L1,False,0.9584,0.9584,0.9726,76,76,0,1,0,0,76,0,76,76,1,1,0.9364,0.9855,0.0,1.0,"(0.9519, 1.0)",,"(None, None)",1.0,"(0.9519, 1.0)","(0.9519, 1.0)",1.0,L1,seq_025,5,0.0,0,1.0
1.0,1,1,camera_4,0.0,0,0,L1-seq_025-c4-12-000120,12.5,True,120,0.9787,,,0.0,0.0,12,,,,,,,,,,,,,,,,,,,,,,L1,False,0.9615,0.9615,0.9734,376,376,0,1,0,0,376,0,376,376,1,1,0.9386,0.9861,0.0,1.0,"(0.9899, 1.0)",,"(None, None)",1.0,"(0.9899, 1.0)","(0.9899, 1.0)",1.0,L1,seq_025,1,0.0,0,1.0
1.0,1,1,camera_4,0.0,0,0,L1-seq_020-c4-13-005720,7.0,True,5720,0.9767,,,0.0,0.0,13,,,,,,,,,,,,,,,,,,,,,,L1,False,0.9347,0.9347,0.9558,43,43,0,1,0,0,43,0,43,43,1,1,0.8619,0.9844,0.0,1.0,"(0.918, 1.0)",,"(None, None)",1.0,"(0.918, 1.0)","(0.918, 1.0)",1.0,L1,seq_020,5,0.0,0,1.0
1.0,1,1,camera_4,0.0,0,0,L1-seq_020-c4-13-005720,7.0,True,5720,0.981,,,0.0,0.0,13,,,,,,,,,,,,,,,,,,,,,,L1,False,0.9388,0.9388,0.9595,211,211,0,1,0,0,211,0,211,211,1,1,0.869,0.9827,0.0,1.0,"(0.9821, 1.0)",,"(None, None)",1.0,"(0.9821, 1.0)","(0.9821, 1.0)",1.0,L1,seq_020,1,0.0,0,1.0
1.0,1,1,camera_5,0.0,0,0,L1-seq_020-c5-13-006950,6.333,True,6950,0.9744,,,0.4091,0.8,13,,,,,,,,,,,,,,,,,,,,,,L1,False,0.9151,0.9151,0.9344,39,66,0,1,27,4,39,0,39,39,1,5,0.8406,0.9677,0.0,1.0,"(0.9103, 1.0)",,"(None, None)",1.0,"(0.9103, 1.0)","(0.9103, 1.0)",1.0,L1,seq_020,5,0.0,0,1.0
1.0,1,1,camera_5,0.0,0,0,L1-seq_020-c5-13-006950,6.333,True,6950,0.9686,,,0.405,0.8333,13,,,,,,,,,,,,,,,,,,,,,,L1,False,0.9147,0.9147,0.9307,191,321,0,1,130,5,191,0,191,191,1,6,0.8557,0.9688,0.0,1.0,"(0.9803, 1.0)",,"(None, None)",1.0,"(0.9803, 1.0)","(0.9803, 1.0)",1.0,L1,seq_020,1,0.0,0,1.0
0.9846,1,1,camera_7,0.0,0,0,L1-seq_024-c7-14-015805,10.667,True,15805,0.9077,,,0.0154,0.0,14,,,,,,,,,,,,,,,,,,,,,,L1,False,0.8862,0.9001,0.9257,64,65,0,1,1,0,64,0,65,65,1,1,0.769,0.9661,0.0,1.0,"(0.9434, 1.0)",,"(None, None)",1.0,"(0.9434, 1.0)","(0.9179, 0.9973)",0.9846,L1,seq_024,5,0.0,0,1.0
0.9938,1,2,camera_7,0.0031,1,1,L1-seq_024-c7-14-015805,10.667,True,15805,0.9439,,,0.0185,0.3333,14,,,,,,,,,,,,,,,,,,,,,,L1,False,0.9009,0.9066,0.9286,319,325,0,2,6,1,319,0,321,321,2,3,0.7831,0.9717,0.0,0.0219,"(0.0107, 0.0446)",,"(None, None)",0.9781,"(0.9554, 0.9893)","(0.9776, 0.9983)",0.9938,L1,seq_024,1,0.0031,1,1.0
0.9057,1,1,camera_7,0.0,0,0,L1-seq_024-c7-14-012820,8.667,True,12820,0.7358,,,0.04,0.0,14,,,,,,,,,,,,,,,,,,,,,,L1,False,0.7953,0.8781,0.9075,48,50,0,1,2,0,48,0,53,53,1,1,0.5639,0.9724,0.0,1.0,"(0.9259, 1.0)",,"(None, None)",1.0,"(0.9259, 1.0)","(0.7975, 0.959)",0.9057,L1,seq_024,5,0.0,0,1.0
0.9387,1,2,camera_7,0.0041,1,1,L1-seq_024-c7-14-012820,8.667,True,12820,0.7739,,,0.0316,0.3333,14,,,,,,,,,,,,,,,,,,,,,,L1,False,0.8183,0.8718,0.9175,245,253,0,2,8,1,245,0,261,261,2,3,0.5868,0.97,0.0,0.2857,"(0.2328, 0.3453)",,"(None, None)",0.7143,"(0.6547, 0.7672)","(0.9028, 0.9619)",0.9387,L1,seq_024,1,0.0041,1,1.0
1.0,1,1,camera_4,0.0,0,0,L1-seq_020-c4-15-002795,13.833,True,2795,0.9881,,,0.0,0.0,15,,,,,,,,,,,,,,,,,,,,,,L1,False,0.9481,0.9481,0.9578,84,84,0,1,0,0,84,0,84,84,1,1,0.9103,0.9768,0.0,1.0,"(0.9563, 1.0)",,"(None, None)",1.0,"(0.9563, 1.0)","(0.9563, 1.0)",1.0,L1,seq_020,5,0.0,0,1.0
1.0,1,1,camera_4,0.0,0,0,L1-seq_020-c4-15-002795,13.833,True,2795,0.9808,,,0.0,0.0,15,,,,,,,,,,,,,,,,,,,,,,L1,False,0.9457,0.9457,0.9558,416,416,0,1,0,0,416,0,416,416,1,1,0.9112,0.9779,0.0,1.0,"(0.9908, 1.0)",,"(None, None)",1.0,"(0.9908, 1.0)","(0.9908, 1.0)",1.0,L1,seq_020,1,0.0,0,1.0
1.0,1,1,camera_4,0.0,0,0,L1-seq_020-c4-15-003245,6.167,True,3245,1.0,,,0.0256,0.5,15,,,,,,,,,,,,,,,,,,,,,,L1,False,0.9479,0.9479,0.9525,38,39,0,1,1,1,38,0,38,38,1,2,0.9256,0.9675,0.0,1.0,"(0.9082, 1.0)",,"(None, None)",1.0,"(0.9082, 1.0)","(0.9082, 1.0)",1.0,L1,seq_020,5,0.0,0,1.0
1.0,1,1,camera_4,0.0,0,0,L1-seq_020-c4-15-003245,6.167,True,3245,1.0,,,0.0106,0.5,15,,,,,,,,,,,,,,,,,,,,,,L1,False,0.9486,0.9486,0.9507,186,188,0,1,2,1,186,0,186,186,1,2,0.9276,0.969,0.0,1.0,"(0.9798, 1.0)",,"(None, None)",1.0,"(0.9798, 1.0)","(0.9798, 1.0)",1.0,L1,seq_020,1,0.0,0,1.0
1.0,1,1,camera_3,0.0,0,0,L1-seq_020-c3-16-002975,7.667,True,2975,1.0,,,0.0,0.0,16,,,,,,,,,,,,,,,,,,,,,,L1,False,0.9524,0.9524,0.9603,47,47,0,1,0,0,47,0,47,47,1,1,0.9121,0.9855,0.0,1.0,"(0.9244, 1.0)",,"(None, None)",1.0,"(0.9244, 1.0)","(0.9244, 1.0)",1.0,L1,seq_020,5,0.0,0,1.0
1.0,1,1,camera_3,0.0,0,0,L1-seq_020-c3-16-002975,7.667,True,2975,1.0,,,0.0,0.0,16,,,,,,,,,,,,,,,,,,,,,,L1,False,0.9498,0.9498,0.9592,231,231,0,1,0,0,231,0,231,231,1,1,0.9062,0.9864,0.0,1.0,"(0.9836, 1.0)",,"(None, None)",1.0,"(0.9836, 1.0)","(0.9836, 1.0)",1.0,L1,seq_020,1,0.0,0,1.0
1.0,1,1,camera_3,0.0,0,0,L1-seq_000-c3-18-000540,8.833,True,540,0.8889,,,0.0,0.0,18,,,,,,,,,,,,,,,,,,,,,,L1,False,0.7978,0.7978,0.8107,54,54,0,1,0,0,54,0,54,54,1,1,0.7449,0.8462,0.0,1.0,"(0.9336, 1.0)",,"(None, None)",1.0,"(0.9336, 1.0)","(0.9336, 1.0)",1.0,L1,seq_000,5,0.0,0,1.0
1.0,1,1,camera_3,0.0113,3,3,L1-seq_000-c3-18-000540,8.833,True,540,0.9023,,,0.0397,0.0,18,,,,,,,,,,,,,,,,,,,,,,L1,False,0.801,0.801,0.8065,266,277,0,2,11,0,266,0,266,266,2,2,0.7519,0.8479,0.0,0.9737,"(0.9467, 0.9872)",,"(None, None)",0.9737,"(0.9467, 0.9872)","(0.9858, 1.0)",1.0,L1,seq_000,1,0.0113,3,1.0
1.0,1,1,camera_3,0.0,0,0,L1-seq_000-c3-18-001400,14.333,True,1400,0.6782,,,0.0114,0.5,18,,,,,,,,,,,,,,,,,,,,,,L1,False,0.7712,0.7712,0.7773,87,88,0,1,1,1,87,0,87,87,1,2,0.6959,0.8425,0.0,1.0,"(0.9577, 1.0)",,"(None, None)",1.0,"(0.9577, 1.0)","(0.9577, 1.0)",1.0,L1,seq_000,5,0.0,0,1.0
1.0,1,1,camera_3,0.0,0,0,L1-seq_000-c3-18-001400,14.333,True,1400,0.6566,,,0.0069,0.5,18,,,,,,,,,,,,,,,,,,,,,,L1,False,0.7695,0.7695,0.7737,431,434,0,1,3,1,431,0,431,431,1,2,0.6889,0.8422,0.0,1.0,"(0.9912, 1.0)",,"(None, None)",1.0,"(0.9912, 1.0)","(0.9912, 1.0)",1.0,L1,seq_000,1,0.0,0,1.0
1.0,1,1,camera_2,0.0,0,0,L1-seq_006-c2-24-002915,14.333,True,2915,1.0,,,0.0114,0.5,24,,,,,,,,,,,,,,,,,,,,,,L1,False,0.8701,0.8701,0.8686,87,88,0,1,1,1,87,0,87,87,1,2,0.8475,0.8951,0.0,1.0,"(0.9577, 1.0)",,"(None, None)",1.0,"(0.9577, 1.0)","(0.9577, 1.0)",1.0,L1,seq_006,5,0.0,0,1.0
1.0,1,1,camera_2,0.0,0,0,L1-seq_006-c2-24-002915,14.333,True,2915,1.0,,,0.0046,0.5,24,,,,,,,,,,,,,,,,,,,,,,L1,False,0.8697,0.8697,0.8692,431,433,0,1,2,1,431,0,431,431,1,2,0.8478,0.8904,0.0,1.0,"(0.9912, 1.0)",,"(None, None)",1.0,"(0.9912, 1.0)","(0.9912, 1.0)",1.0,L1,seq_006,1,0.0,0,1.0
0.993,1,4,camera_1,0.0143,2,2,L2-seq_000-c1-3-003910,29.5,True,3910,0.9014,within_buffer,"[2.967, 3.033]",0.338,0.4,3,,"[{'before': 1, 'after': 3, 'same': False}, {'before': 3, 'after': 4, 'same': False}]","[{'before': 1, 'after': 3, 'same': False}, {'before': 3, 'after': 4, 'same': False}]",0,0,2,2,"(0.0, 0.6576)","(0.0, 0.6576)",0.0,0.0,,,,,,,,,,,L2,False,0.8773,0.8835,0.9062,141,213,0,3,72,2,141,0,178,142,3,5,0.7706,0.9641,0.0,0.0426,"(0.0196, 0.0897)",,"(None, None)",0.6383,"(0.5563, 0.713)","(0.9612, 0.9988)",0.993,L2,seq_000,5,0.0143,2,0.7978
1.0,1,4,camera_1,0.0014,1,1,L2-seq_000-c1-3-003910,29.5,True,3910,0.9181,within_buffer,"[2.967, 3.033]",0.3944,0.6667,3,,"[{'before': 1, 'after': 1, 'same': True}, {'before': 1, 'after': 4, 'same': False}]","[{'before': 1, 'after': 1, 'same': True}, {'before': 1, 'after': 4, 'same': False}]",0,0,2,2,"(0.0945, 0.9055)","(0.0945, 0.9055)",0.5,0.5,,,,,,,,,,,L2,False,0.8825,0.8825,0.9019,708,1169,0,2,461,4,708,0,886,708,2,6,0.776,0.9606,0.0,0.3602,"(0.3257, 0.3962)",,"(None, None)",0.6398,"(0.6038, 0.6743)","(0.9946, 1.0)",1.0,L2,seq_000,1,0.0014,1,0.7991
0.9492,1,1,camera_7,0.0182,1,1,L2-seq_000-c7-10-001530,13.833,True,1530,0.9322,within_buffer,[4.2],0.0508,0.3333,10,,"[{'before': 1, 'after': 3, 'same': False}]","[{'before': 1, 'after': 3, 'same': False}]",0,0,1,1,"(0.0, 0.7935)","(0.0, 0.7935)",0.0,0.0,,,,,,,,,,,L2,False,0.8766,0.9235,0.9271,56,59,0,2,3,1,56,0,84,59,2,3,0.8446,0.9704,0.0,0.8929,"(0.7853, 0.95)",,"(None, None)",0.8929,"(0.7853, 0.95)","(0.8608, 0.9826)",0.9492,L2,seq_000,5,0.0182,1,0.7024
0.9897,1,1,camera_7,0.0035,1,1,L2-seq_000-c7-10-001530,13.833,True,1530,0.9519,within_buffer,[4.2],0.0336,0.3333,10,,"[{'before': 1, 'after': 3, 'same': False}]","[{'before': 1, 'after': 3, 'same': False}]",0,0,1,1,"(0.0, 0.7935)","(0.0, 0.7935)",0.0,0.0,,,,,,,,,,,L2,False,0.9128,0.9223,0.9358,288,298,0,2,10,1,288,0,416,291,2,3,0.8491,0.9753,0.0,0.8715,"(0.8279, 0.9053)",,"(None, None)",0.8715,"(0.8279, 0.9053)","(0.9701, 0.9965)",0.9897,L2,seq_000,1,0.0035,1,0.6995
0.9091,1,1,camera_4,0.0345,1,1,L2-seq_004-c4-6-004585,9.333,True,4595,0.9091,within_buffer,[4.067],0.0,0.0,6,,"[{'before': 1, 'after': 2, 'same': False}]","[{'before': 1, 'after': 2, 'same': False}]",0,0,1,1,"(0.0, 0.7935)","(0.0, 0.7935)",0.0,0.0,,,,,,,,,,,L2,False,0.8706,0.9577,0.9619,30,30,0,2,0,0,30,0,57,33,2,2,0.8407,0.9795,0.0,0.7667,"(0.5907, 0.8821)",,"(None, None)",0.7667,"(0.5907, 0.8821)","(0.7643, 0.9686)",0.9091,L2,seq_004,5,0.0345,1,0.5789
0.9625,1,1,camera_4,0.0065,1,1,L2-seq_004-c4-6-004585,9.333,True,4591,0.9625,within_buffer,[4.067],0.0065,0.0,6,,"[{'before': 1, 'after': 2, 'same': False}]","[{'before': 1, 'after': 2, 'same': False}]",0,0,1,1,"(0.0, 0.7935)","(0.0, 0.7935)",0.0,0.0,,,,,,,,,,,L2,False,0.9257,0.9618,0.967,154,155,0,2,1,0,154,0,281,160,2,2,0.928,0.983,0.0,0.7468,"(0.6726, 0.8089)",,"(None, None)",0.7468,"(0.6726, 0.8089)","(0.9206, 0.9827)",0.9625,L2,seq_004,1,0.0065,1,0.5694
0.9474,1,1,camera_6,0.0286,1,1,L2-seq_004-c6-6-007585,8.333,True,7585,0.9474,within_buffer,[2.2],0.3793,0.5,6,,"[{'before': 1, 'after': 2, 'same': False}]","[{'before': 1, 'after': 2, 'same': False}]",0,0,1,1,"(0.0, 0.7935)","(0.0, 0.7935)",0.0,0.0,,,,,,,,,,,L2,False,0.9126,0.9633,0.9749,36,58,0,2,22,2,36,0,51,38,2,4,0.8949,0.9863,0.0,0.6111,"(0.4486, 0.7522)",,"(None, None)",0.6111,"(0.4486, 0.7522)","(0.8271, 0.9854)",0.9474,L2,seq_004,5,0.0286,1,0.7451
0.9516,1,1,camera_6,0.017,3,3,L2-seq_004-c6-6-007585,8.333,True,7585,0.9462,within_buffer,[2.2],0.484,0.75,6,,"[{'before': 1, 'after': 4, 'same': False}]","[{'before': 1, 'after': 4, 'same': False}]",0,0,1,1,"(0.0, 0.7935)","(0.0, 0.7935)",0.0,0.0,,,,,,,,,,,L2,False,0.9163,0.9629,0.974,177,343,0,3,166,6,177,0,251,186,3,8,0.8944,0.9869,0.0,0.6158,"(0.5424, 0.6843)",,"(None, None)",0.6158,"(0.5424, 0.6843)","(0.9106, 0.9743)",0.9516,L2,seq_004,1,0.017,3,0.741
0.8936,1,4,camera_7,0.0732,3,3,L2-seq_004-c7-7-004775,10.5,True,4775,0.766,within_buffer,[2.9],0.0667,0.0,7,,"[{'before': 2, 'after': 3, 'same': False}]","[{'before': 2, 'after': 3, 'same': False}]",0,0,1,1,"(0.0, 0.7935)","(0.0, 0.7935)",0.0,0.0,,,,,,,,,,,L2,False,0.7854,0.8789,0.9058,42,45,0,4,3,0,42,0,64,47,4,4,0.355,0.9674,0.0,0.3333,"(0.2101, 0.4845)",,"(None, None)",0.3571,"(0.2299, 0.5083)","(0.7741, 0.9537)",0.8936,L2,seq_004,5,0.0732,3,0.7344
0.9609,1,5,camera_7,0.0182,4,4,L2-seq_004-c7-7-004775,10.5,True,4775,0.8304,within_buffer,[2.9],0.0556,0.0,7,,"[{'before': 4, 'after': 5, 'same': False}]","[{'before': 4, 'after': 5, 'same': False}]",0,0,1,1,"(0.0, 0.7935)","(0.0, 0.7935)",0.0,0.0,,,,,,,,,,,L2,False,0.8402,0.8744,0.9062,221,234,0,5,13,0,221,0,316,230,5,5,0.6324,0.9668,0.0,0.0588,"(0.0347, 0.098)",,"(None, None)",0.5158,"(0.4502, 0.5809)","(0.9273, 0.9793)",0.9609,L2,seq_004,1,0.0182,4,0.7278
0.9583,1,2,camera_1,0.0222,1,1,L2-seq_020-c1-12-007830,12.667,True,7830,0.9375,within_buffer,[4.833],0.0213,0.0,12,,"[{'before': 1, 'after': 2, 'same': False}]","[{'before': 1, 'after': 2, 'same': False}]",0,0,1,1,"(0.0, 0.7935)","(0.0, 0.7935)",0.0,0.0,,,,,,,,,,,L2,False,0.859,0.8964,0.9152,46,47,0,2,1,0,46,0,77,48,2,2,0.7722,0.9573,0.0,0.1522,"(0.0757, 0.2822)",,"(None, None)",0.8478,"(0.7178, 0.9243)","(0.8602, 0.9885)",0.9583,L2,seq_020,5,0.0222,1,0.6234
0.9831,1,3,camera_1,0.0043,1,1,L2-seq_020-c1-12-007830,12.667,True,7830,0.9451,within_buffer,[4.833],0.0127,0.3333,12,,"[{'before': 1, 'after': 3, 'same': False}]","[{'before': 1, 'after': 3, 'same': False}]",0,0,1,1,"(0.0, 0.7935)","(0.0, 0.7935)",0.0,0.0,,,,,,,,,,,L2,False,0.8754,0.8904,0.9086,233,236,0,2,3,1,233,0,381,237,2,3,0.793,0.9556,0.0,0.1459,"(0.1063, 0.197)",,"(None, None)",0.8541,"(0.803, 0.8937)","(0.9574, 0.9934)",0.9831,L2,seq_020,1,0.0043,1,0.622
0.9231,1,2,camera_1,0.0435,1,1,L2-seq_024-c1-7-014705,7.667,True,14715,0.9231,within_buffer,[3.433],0.0769,0.0,7,,"[{'before': 1, 'after': 2, 'same': False}]","[{'before': 1, 'after': 2, 'same': False}]",0,0,1,1,"(0.0, 0.7935)","(0.0, 0.7935)",0.0,0.0,,,,,,,,,,,L2,False,0.8532,0.9243,0.9397,24,26,0,2,2,0,24,0,47,26,2,2,0.7968,0.9728,0.0,0.4167,"(0.2447, 0.6117)",,"(None, None)",0.5833,"(0.3883, 0.7553)","(0.7586, 0.9786)",0.9231,L2,seq_024,5,0.0435,1,0.5532
0.969,1,2,camera_1,0.0081,1,1,L2-seq_024-c1-7-014705,7.667,True,14709,0.9302,within_buffer,[3.433],0.0876,0.0,7,,"[{'before': 1, 'after': 2, 'same': False}]","[{'before': 1, 'after': 2, 'same': False}]",0,0,1,1,"(0.0, 0.7935)","(0.0, 0.7935)",0.0,0.0,,,,,,,,,,,L2,False,0.889,0.9175,0.9374,125,137,0,2,12,0,125,0,231,129,2,2,0.8107,0.9707,0.0,0.44,"(0.3561, 0.5275)",,"(None, None)",0.56,"(0.4725, 0.6439)","(0.923, 0.9879)",0.969,L2,seq_024,1,0.0081,1,0.5584
0.8947,1,2,camera_3,0.0625,1,1,L2-seq_024-c3-7-011320,7.5,True,11320,0.8421,within_buffer,[4.5],0.0,0.0,7,,"[{'before': 1, 'after': 2, 'same': False}]","[{'before': 1, 'after': 2, 'same': False}]",0,0,1,1,"(0.0, 0.7935)","(0.0, 0.7935)",0.0,0.0,,,,,,,,,,,L2,False,0.8194,0.9158,0.9379,17,17,0,2,0,0,17,0,46,19,2,2,0.5271,0.9782,0.0,0.4706,"(0.2616, 0.6904)",,"(None, None)",0.5294,"(0.3096, 0.7384)","(0.6861, 0.9706)",0.8947,L2,seq_024,5,0.0625,1,0.413
0.9674,1,1,camera_3,0.0227,2,2,L2-seq_024-c3-7-011320,7.5,True,11320,0.8478,within_buffer,[4.5],0.1359,0.0,7,,"[{'before': 1, 'after': 2, 'same': False}]","[{'before': 1, 'after': 2, 'same': False}]",0,0,1,1,"(0.0, 0.7935)","(0.0, 0.7935)",0.0,0.0,,,,,,,,,,,L2,False,0.8665,0.8957,0.9385,89,103,0,3,14,0,89,0,226,92,3,3,0.6738,0.9751,0.0,0.4831,"(0.3822, 0.5855)",,"(None, None)",0.4831,"(0.3822, 0.5855)","(0.9085, 0.9888)",0.9674,L2,seq_024,1,0.0227,2,0.4071
0.9655,1,1,camera_4,0.0,0,0,L2-seq_024-c4-7-012085,5.833,True,12085,0.9655,within_buffer,[1.233],0.0,0.0,7,,"[{'before': 1, 'after': 1, 'same': True}]","[{'before': 1, 'after': 1, 'same': True}]",0,0,1,1,"(0.2065, 1.0)","(0.2065, 1.0)",1.0,1.0,,,,,,,,,,,L2,False,0.9442,0.9779,0.9832,28,28,0,1,0,0,28,0,36,29,1,1,0.9536,0.9923,0.0,1.0,"(0.8794, 1.0)",,"(None, None)",1.0,"(0.8794, 1.0)","(0.8282, 0.9939)",0.9655,L2,seq_024,5,0.0,0,0.8056
0.9786,1,1,camera_4,0.0,0,0,L2-seq_024-c4-7-012085,5.833,True,12085,0.9714,within_buffer,[1.233],0.0,0.0,7,,"[{'before': 1, 'after': 1, 'same': True}]","[{'before': 1, 'after': 1, 'same': True}]",0,0,1,1,"(0.2065, 1.0)","(0.2065, 1.0)",1.0,1.0,,,,,,,,,,,L2,False,0.9534,0.9743,0.9807,137,137,0,1,0,0,137,0,176,140,2,2,0.9565,0.9912,0.0,1.0,"(0.9727, 1.0)",,"(None, None)",1.0,"(0.9727, 1.0)","(0.9389, 0.9927)",0.9786,L2,seq_024,1,0.0074,1,0.7955
0.8462,1,1,camera_4,0.1,1,1,L2-seq_024-c4-10-014700,3.167,True,14700,0.8462,within_buffer,[1.133],0.0,0.0,10,,"[{'before': 1, 'after': 2, 'same': False}]","[{'before': 1, 'after': 2, 'same': False}]",0,0,1,1,"(0.0, 0.7935)","(0.0, 0.7935)",0.0,0.0,,,,,,,,,,,L2,False,0.8266,0.9769,0.9772,11,11,0,2,0,0,11,0,20,13,2,2,0.1901,0.9893,0.0,0.5455,"(0.2801, 0.7873)",,"(None, None)",0.5455,"(0.2801, 0.7873)","(0.5776, 0.9567)",0.8462,L2,seq_024,5,0.1,1,0.65
0.9841,1,1,camera_4,0.0164,1,1,L2-seq_024-c4-10-014700,3.167,True,14700,0.9841,within_buffer,[1.133],0.0746,0.3333,10,,"[{'before': 1, 'after': 2, 'same': False}]","[{'before': 1, 'after': 2, 'same': False}]",0,0,1,1,"(0.0, 0.7935)","(0.0, 0.7935)",0.0,0.0,,,,,,,,,,,L2,False,0.9412,0.9564,0.9638,62,67,0,2,5,1,62,0,96,63,2,3,0.9166,0.9855,0.0,0.5323,"(0.4098, 0.6509)",,"(None, None)",0.5323,"(0.4098, 0.6509)","(0.9154, 0.9972)",0.9841,L2,seq_024,1,0.0164,1,0.6562
0.8333,1,1,camera_2,0.0714,1,1,L2-seq_025-c2-7-005185,4.167,True,5185,0.8333,within_buffer,[1.467],0.0,0.0,7,,"[{'before': 1, 'after': 2, 'same': False}]","[{'before': 1, 'after': 2, 'same': False}]",0,0,1,1,"(0.0, 0.7935)","(0.0, 0.7935)",0.0,0.0,,,,,,,,,,,L2,False,0.7989,0.9587,0.9541,15,15,0,2,0,0,15,0,26,18,2,2,0.0,0.9808,0.0,0.7333,"(0.4805, 0.891)",,"(None, None)",0.7333,"(0.4805, 0.891)","(0.6078, 0.9416)",0.8333,L2,seq_025,5,0.0714,1,0.6923
0.9639,1,1,camera_2,0.0,0,0,L2-seq_025-c2-7-005185,4.167,True,5185,0.9518,within_buffer,[1.467],0.0244,0.0,7,,"[{'before': 1, 'after': 1, 'same': True}]","[{'before': 1, 'after': 1, 'same': True}]",0,0,1,1,"(0.2065, 1.0)","(0.2065, 1.0)",1.0,1.0,,,,,,,,,,,L2,False,0.9038,0.9377,0.9502,80,82,0,1,2,0,80,0,126,83,2,2,0.8818,0.9728,0.0,1.0,"(0.9542, 1.0)",,"(None, None)",1.0,"(0.9542, 1.0)","(0.899, 0.9876)",0.9639,L2,seq_025,1,0.0127,1,0.6587
0.9661,1,4,camera_3,0.0893,5,5,L2-seq_025-c3-7-007115,14.5,True,7115,0.8983,within_buffer,[4.867],0.1094,0.0,7,,"[{'before': 3, 'after': 4, 'same': False}]","[{'before': 3, 'after': 4, 'same': False}]",0,0,1,1,"(0.0, 0.7935)","(0.0, 0.7935)",0.0,0.0,,,,,,,,,,,L2,False,0.8669,0.8973,0.9138,57,64,0,4,7,0,57,0,88,59,4,4,0.7476,0.9658,0.0,0.2982,"(0.1953, 0.4266)",,"(None, None)",0.3509,"(0.24, 0.4806)","(0.8846, 0.9907)",0.9661,L2,seq_025,5,0.0893,5,0.6705
0.9794,1,3,camera_3,0.0141,4,4,L2-seq_025-c3-7-007115,14.5,True,7115,0.9416,within_buffer,[4.867],0.0952,0.5,7,,"[{'before': 3, 'after': 5, 'same': False}]","[{'before': 3, 'after': 5, 'same': False}]",0,0,1,1,"(0.0, 0.7935)","(0.0, 0.7935)",0.0,0.0,,,,,,,,,,,L2,False,0.8806,0.8991,0.9173,285,315,0,3,30,3,285,0,436,291,3,6,0.7962,0.9661,0.0,0.1018,"(0.0718, 0.1423)",,"(None, None)",0.5404,"(0.4823, 0.5973)","(0.9558, 0.9905)",0.9794,L2,seq_025,1,0.0141,4,0.6674
0.9524,1,1,camera_5,0.0256,1,1,L2-seq_025-c5-6-002540,10.667,True,2540,0.881,within_buffer,[3.733],0.6226,0.6667,6,,"[{'before': 1, 'after': 4, 'same': False}]","[{'before': 1, 'after': 4, 'same': False}]",0,0,1,1,"(0.0, 0.7935)","(0.0, 0.7935)",0.0,0.0,,,,,,,,,,,L2,False,0.8456,0.8879,0.9071,40,106,0,2,66,4,40,0,65,42,2,6,0.7134,0.9589,0.0,0.65,"(0.4951, 0.7787)",,"(None, None)",0.65,"(0.4951, 0.7787)","(0.8421, 0.9868)",0.9524,L2,seq_025,5,0.0256,1,0.6462
