bound_rate,c0,c_star,cameras,chef_switch_rate,chef_switches,chef_switches_interleaved,clip_id,duration_s,exclusive,first_bound_fid,frac_iou_ge_075,gap_band,gaps_s,ghost_box_rate,ghost_track_rate,gt_id,handoff_type,l2_detail_k1,l2_detail_k5,l2_n_pairs_dropped_k1,l2_n_pairs_dropped_k5,l2_n_pairs_k1,l2_n_pairs_k5,l2_p_reacquire_ci_k1,l2_p_reacquire_ci_k5,l2_p_reacquire_k1,l2_p_reacquire_k5,l3_chef_per_camera,l3_n_camera_pairs,l3_n_chef_ids_per_camera,l3_n_pairs_dropped,l3_n_pairs_usable,l3_n_simul_frames,l3_p_handoff,l3_p_handoff_ci,l3_p_simul_agree,l3_p_simul_agree_ci,level,majority_tie,mean_iou,mean_iou_matched,median_iou,n_B,n_boxes,n_chefs_created_before_target_bound,n_distinct_chef_ids,n_ghost_boxes,n_ghost_tracks,n_matched,n_other_ids,n_sampled_cells,n_target_cells,n_track_ids,n_tracks_in_window,p10_iou,p90_iou,p_chef_shared_with_other_box,p_continuity,p_continuity_ci,p_exclusive,p_exclusive_ci,p_majority,p_majority_ci,recall_ci,recall_target,rule,seq,stride,track_switch_rate,track_switches,visibility
0.981,1,1,camera_5,0.0049,1,1,L2-seq_025-c5-6-002540,10.667,True,2540,0.9143,within_buffer,[3.733],0.7749,0.7778,6,,"[{'before': 1, 'after': 5, 'same': False}]","[{'before': 1, 'after': 5, 'same': False}]",0,0,1,1,"(0.0, 0.7935)","(0.0, 0.7935)",0.0,0.0,,,,,,,,,,,L2,False,0.87,0.8869,0.904,206,915,0,2,709,7,206,0,321,210,2,9,0.7562,0.9545,0.0,0.6311,"(0.5633, 0.694)",,"(None, None)",0.6311,"(0.5633, 0.694)","(0.9521, 0.9926)",0.981,L2,seq_025,1,0.0049,1,0.6542
0.9667,1,1,camera_6,0.0357,1,1,L2-seq_025-c6-2-006810,7.5,True,6810,0.9667,within_buffer,[2.7],0.2162,0.3333,2,,"[{'before': 1, 'after': 3, 'same': False}]","[{'before': 1, 'after': 3, 'same': False}]",0,0,1,1,"(0.0, 0.7935)","(0.0, 0.7935)",0.0,0.0,,,,,,,,,,,L2,False,0.9185,0.9502,0.9673,29,37,0,2,8,1,29,0,46,30,2,3,0.8715,0.9871,0.0,0.5862,"(0.4074, 0.7449)",,"(None, None)",0.5862,"(0.4074, 0.7449)","(0.8333, 0.9941)",0.9667,L2,seq_025,5,0.0357,1,0.6522
0.9726,1,1,camera_6,0.0071,1,1,L2-seq_025-c6-2-006810,7.5,True,6810,0.9726,within_buffer,[2.7],0.4008,0.6667,2,,"[{'before': 1, 'after': 5, 'same': False}]","[{'before': 1, 'after': 5, 'same': False}]",0,0,1,1,"(0.0, 0.7935)","(0.0, 0.7935)",0.0,0.0,,,,,,,,,,,L2,False,0.9248,0.9508,0.9679,142,237,0,2,95,4,142,0,226,146,2,6,0.873,0.9857,0.0,0.5704,"(0.4882, 0.6489)",,"(None, None)",0.5704,"(0.4882, 0.6489)","(0.9317, 0.9893)",0.9726,L2,seq_025,1,0.0071,1,0.646
0.9355,1,1,camera_4,0.0,0,0,L2-seq_026-c4-11-002005,9.5,True,2010,0.9355,within_buffer,[4.567],0.0333,0.0,11,,"[{'before': 1, 'after': 1, 'same': True}]","[{'before': 1, 'after': 1, 'same': True}]",0,0,1,1,"(0.2065, 1.0)","(0.2065, 1.0)",1.0,1.0,,,,,,,,,,,L2,False,0.8884,0.9497,0.9539,29,30,0,1,1,0,29,0,58,31,1,1,0.8938,0.9771,0.0,1.0,"(0.883, 1.0)",,"(None, None)",1.0,"(0.883, 1.0)","(0.7928, 0.9821)",0.9355,L2,seq_026,5,0.0,0,0.5345
0.98,1,2,camera_4,0.0068,1,1,L2-seq_026-c4-11-002005,9.5,True,2006,0.98,within_buffer,[4.567],0.02,0.0,11,,"[{'before': 1, 'after': 2, 'same': False}]","[{'before': 1, 'after': 2, 'same': False}]",0,0,1,1,"(0.0, 0.7935)","(0.0, 0.7935)",0.0,0.0,,,,,,,,,,,L2,False,0.928,0.947,0.9511,147,150,0,2,3,0,147,0,286,150,2,2,0.9063,0.9765,0.0,0.4898,"(0.4103, 0.5698)",,"(None, None)",0.5102,"(0.4302, 0.5897)","(0.9429, 0.9932)",0.98,L2,seq_026,1,0.0068,1,0.5245
0.9667,1,2,camera_4,0.0357,1,1,L2-seq_026-c4-10-005820,9.667,True,5820,0.9333,within_buffer,[4.9],0.0,0.0,10,,"[{'before': 1, 'after': 2, 'same': False}]","[{'before': 1, 'after': 2, 'same': False}]",0,0,1,1,"(0.0, 0.7935)","(0.0, 0.7935)",0.0,0.0,,,,,,,,,,,L2,False,0.9324,0.9646,0.9788,29,29,0,2,0,0,29,0,59,30,2,2,0.9031,0.9882,0.0,0.3448,"(0.1994, 0.5266)",,"(None, None)",0.6552,"(0.4734, 0.8006)","(0.8333, 0.9941)",0.9667,L2,seq_026,5,0.0357,1,0.5085
0.9931,1,2,camera_4,0.007,1,1,L2-seq_026-c4-10-005820,9.667,True,5820,0.9931,within_buffer,[4.9],0.0,0.0,10,,"[{'before': 1, 'after': 2, 'same': False}]","[{'before': 1, 'after': 2, 'same': False}]",0,0,1,1,"(0.0, 0.7935)","(0.0, 0.7935)",0.0,0.0,,,,,,,,,,,L2,False,0.9647,0.9714,0.9795,144,144,0,2,0,0,144,0,291,145,2,2,0.9537,0.9893,0.0,0.3194,"(0.2488, 0.3994)",,"(None, None)",0.6806,"(0.6006, 0.7512)","(0.962, 0.9988)",0.9931,L2,seq_026,1,0.007,1,0.4983
1.0,1,1,camera_6+camera_7,0.0,0,20,L3S-seq_000-c6+c7-9-004450,5.667,True,4450,0.9556,,,0.2742,0.3333,9,overlapping,,,,,,,,,,,"{'camera_6': 1, 'camera_7': 3}",1,"{'camera_6': 1, 'camera_7': 1}",0,1,10,0.0,"(0.0, 0.7935)",0.0,"(0.0, 0.2775)",L3,False,0.9222,0.9222,0.9339,45,62,0,2,17,1,45,0,70,45,1,3,0.8495,0.9825,0.0,0.7778,"(0.6373, 0.8746)",,"(None, None)",0.7778,"(0.6373, 0.8746)","(0.9213, 1.0)",1.0,L3S,seq_000,5,0.0,0,0.6429
1.0,1,1,camera_6+camera_7,0.0,0,96,L3S-seq_000-c6+c7-9-004450,5.667,True,4450,0.968,,,0.3303,0.5,9,overlapping,,,,,,,,,,,"{'camera_6': 1, 'camera_7': 3}",1,"{'camera_6': 1, 'camera_7': 1}",0,1,48,0.0,"(0.0, 0.7935)",0.0,"(0.0, 0.0741)",L3,False,0.9238,0.9238,0.9461,219,327,0,2,108,2,219,0,342,219,1,4,0.8408,0.9803,0.0,0.7808,"(0.7214, 0.8305)",,"(None, None)",0.7808,"(0.7214, 0.8305)","(0.9828, 1.0)",1.0,L3S,seq_000,1,0.0,0,0.6404
0.9789,1,1,camera_6+camera_7,0.011,1,42,L3S-seq_000-c6+c7-10-001710,11.833,True,1710,0.9684,,,0.2677,0.25,10,overlapping,,,,,,,,,,,"{'camera_6': 1, 'camera_7': 2}",1,"{'camera_6': 1, 'camera_7': 2}",0,1,21,0.0,"(0.0, 0.7935)",0.0,"(0.0, 0.1546)",L3,False,0.9243,0.9441,0.9542,93,127,0,3,34,1,93,0,144,95,2,4,0.9021,0.9805,0.0,0.7742,"(0.6793, 0.8473)",,"(None, None)",0.7742,"(0.6793, 0.8473)","(0.9265, 0.9942)",0.9789,L3S,seq_000,5,0.011,1,0.6597
0.9979,1,1,camera_6+camera_7,0.0022,1,220,L3S-seq_000-c6+c7-10-001710,11.833,True,1710,0.9764,,,0.3024,0.4,10,overlapping,,,,,,,,,,,"{'camera_6': 1, 'camera_7': 2}",1,"{'camera_6': 1, 'camera_7': 2}",0,1,110,0.0,"(0.0, 0.7935)",0.0,"(0.0, 0.0337)",L3,False,0.9401,0.9421,0.9568,466,668,0,3,202,2,466,0,712,467,2,5,0.8929,0.9814,0.0,0.7639,"(0.7233, 0.8002)",,"(None, None)",0.7639,"(0.7233, 0.8002)","(0.988, 0.9996)",0.9979,L3S,seq_000,1,0.0022,1,0.6559
0.9,1,1,camera_6+camera_7,0.0294,1,2,L3T-seq_004-c6+c7-7-004590,9.833,True,4590,0.8,,,0.1429,0.25,7,sequential,,,,,,,,,,,"{'camera_6': 1, 'camera_7': 3}",1,"{'camera_6': 1, 'camera_7': 2}",0,1,0,0.0,"(0.0, 0.7935)",,"(None, None)",L3,False,0.8196,0.9106,0.9407,36,42,0,3,6,1,36,0,120,40,2,4,0.5837,0.9827,0.0,0.4722,"(0.3199, 0.6299)",,"(None, None)",0.4722,"(0.3199, 0.6299)","(0.7695, 0.9604)",0.9,L3T,seq_004,5,0.0294,1,0.3333
0.9391,1,1,camera_6+camera_7,0.0164,3,4,L3T-seq_004-c6+c7-7-004590,9.833,True,4590,0.8426,,,0.1591,0.1667,7,sequential,,,,,,,,,,,"{'camera_6': 1, 'camera_7': 4}",1,"{'camera_6': 1, 'camera_7': 4}",0,1,0,0.0,"(0.0, 0.7935)",,"(None, None)",L3,False,0.848,0.903,0.9378,185,220,0,5,35,1,185,0,592,197,4,6,0.6243,0.9783,0.0,0.4216,"(0.3528, 0.4937)",,"(None, None)",0.4216,"(0.3528, 0.4937)","(0.8966, 0.9648)",0.9391,L3T,seq_004,1,0.0164,3,0.3328
1.0,1,2,camera_4+camera_6,0.0,0,13,L3S-seq_004-c4+c6-8-007880,2.833,True,7880,1.0,,,0.1935,0.3333,8,overlapping,,,,,,,,,,,"{'camera_4': 1, 'camera_6': 2}",1,"{'camera_4': 1, 'camera_6': 1}",0,1,7,0.0,"(0.0, 0.7935)",0.0,"(0.0, 0.3543)",L3,False,0.9542,0.9542,0.9688,25,31,0,2,6,1,25,0,36,25,1,3,0.9109,0.9814,0.0,0.28,"(0.1428, 0.4758)",,"(None, None)",0.72,"(0.5242, 0.8572)","(0.8668, 1.0)",1.0,L3S,seq_004,5,0.0,0,0.6944
0.9917,1,2,camera_4+camera_6,0.0,0,67,L3S-seq_004-c4+c6-8-007880,2.833,True,7880,0.9917,,,0.2453,0.5,8,overlapping,,,,,,,,,,,"{'camera_4': 1, 'camera_6': 2}",1,"{'camera_4': 1, 'camera_6': 1}",0,1,34,0.0,"(0.0, 0.7935)",0.0,"(0.0, 0.1015)",L3,False,0.9535,0.9615,0.971,120,159,0,2,39,2,120,0,172,121,1,4,0.9287,0.9842,0.0,0.2833,"(0.2104, 0.3697)",,"(None, None)",0.7167,"(0.6303, 0.7896)","(0.9547, 0.9985)",0.9917,L3S,seq_004,1,0.0,0,0.7035
0.9919,1,1,camera_6+camera_7,0.0,0,73,L3S-seq_004-c6+c7-8-008115,14.167,True,8115,0.9837,,,0.0543,0.3333,8,overlapping,,,,,,,,,,,"{'camera_6': 2, 'camera_7': 1}",1,"{'camera_6': 1, 'camera_7': 1}",0,1,36,0.0,"(0.0, 0.7935)",0.0,"(0.0, 0.0964)",L3,False,0.9425,0.9503,0.9598,122,129,0,2,7,1,122,0,172,123,1,3,0.9033,0.9831,0.0,0.6475,"(0.5594, 0.7266)",,"(None, None)",0.6475,"(0.5594, 0.7266)","(0.9554, 0.9986)",0.9919,L3S,seq_004,5,0.0,0,0.7151
0.9918,1,1,camera_6+camera_7,0.0017,1,359,L3S-seq_004-c6+c7-8-008115,14.167,True,8115,0.9754,,,0.0678,0.5,8,overlapping,,,,,,,,,,,"{'camera_6': 3, 'camera_7': 1}",1,"{'camera_6': 2, 'camera_7': 1}",0,1,179,0.0,"(0.0, 0.7935)",0.0,"(0.0, 0.021)",L3,False,0.9406,0.9484,0.9608,605,649,0,3,44,2,605,0,852,610,2,4,0.9093,0.9849,0.0,0.6479,"(0.6091, 0.685)",,"(None, None)",0.6479,"(0.6091, 0.685)","(0.981, 0.9965)",0.9918,L3S,seq_004,1,0.0017,1,0.716
0.8919,2,3,camera_5+camera_6,0.0,0,1,L3T-seq_020-c5+c6-10-000385,7.0,True,395,0.9189,,,0.1053,0.4,10,sequential,,,,,,,,,,,"{'camera_5': 2, 'camera_6': 3}",1,"{'camera_5': 1, 'camera_6': 1}",0,1,0,0.0,"(0.0, 0.7935)",,"(None, None)",L3,False,0.8824,0.9602,0.9738,33,38,0,2,4,2,34,0,86,37,2,5,0.7902,0.9844,0.0,0.3636,"(0.2219, 0.5338)",,"(None, None)",0.6364,"(0.4662, 0.7781)","(0.787, 0.972)",0.9189,L3T,seq_020,5,0.0,0,0.4302
0.9832,2,5,camera_5+camera_6,0.0057,1,2,L3T-seq_020-c5+c6-10-000385,7.0,True,387,0.9385,,,0.1611,0.3333,10,sequential,,,,,,,,,,,"{'camera_5': 2, 'camera_6': 5}",1,"{'camera_5': 1, 'camera_6': 2}",0,1,0,0.0,"(0.0, 0.7935)",,"(None, None)",L3,False,0.9389,0.9496,0.9729,176,211,0,3,34,2,177,0,422,179,2,6,0.9296,0.9855,0.0,0.375,"(0.3069, 0.4485)",,"(None, None)",0.5966,"(0.5228, 0.6663)","(0.9602, 0.9969)",0.9888,L3T,seq_020,1,0.0057,1,0.4242
0.913,1,1,camera_5+camera_6,0.0,0,1,L3T-seq_024-c5+c6-2-014825,4.5,True,14825,0.8696,,,0.087,0.3333,2,sequential,,,,,,,,,,,"{'camera_5': 2, 'camera_6': 1}",1,"{'camera_5': 1, 'camera_6': 1}",0,1,0,0.0,"(0.0, 0.7935)",,"(None, None)",L3,False,0.8716,0.9546,0.977,21,23,0,2,2,1,21,0,56,23,1,3,0.65,0.9858,0.0,0.619,"(0.4088, 0.7925)",,"(None, None)",0.619,"(0.4088, 0.7925)","(0.732, 0.9758)",0.913,L3T,seq_024,5,0.0,0,0.4107
0.9821,1,1,camera_5+camera_6,0.0,0,0,L3T-seq_024-c5+c6-2-014825,4.5,True,14825,0.9732,,,0.1538,0.5,2,sequential,,,,,,,,,,,"{'camera_5': 1, 'camera_6': 1}",1,"{'camera_5': 1, 'camera_6': 1}",0,1,0,1.0,"(0.2065, 1.0)",,"(None, None)",L3,False,0.9499,0.9671,0.9774,110,130,0,1,20,2,110,0,272,112,1,4,0.9388,0.987,0.0,1.0,"(0.9663, 1.0)",,"(None, None)",1.0,"(0.9663, 1.0)","(0.9372, 0.9951)",0.9821,L3T,seq_024,1,0.0,0,0.4118
0.8696,1,3,camera_5+camera_6,0.0,0,1,L3T-seq_024-c5+c6-6-013975,4.667,True,13980,0.913,,,0.125,0.4,6,sequential,,,,,,,,,,,"{'camera_5': 1, 'camera_6': 3}",1,"{'camera_5': 1, 'camera_6': 1}",0,1,0,0.0,"(0.0, 0.7935)",,"(None, None)",L3,False,0.8819,0.9658,0.975,20,24,0,2,3,2,21,0,58,23,1,5,0.8801,0.9869,0.0,0.45,"(0.2582, 0.6579)",,"(None, None)",0.55,"(0.3421, 0.7418)","(0.732, 0.9758)",0.913,L3T,seq_024,5,0.0,0,0.3966
1.0,2,2,camera_5+camera_6,0.0,0,0,L3T-seq_024-c5+c6-6-013975,4.667,True,13975,1.0,,,0.1429,0.6,6,sequential,,,,,,,,,,,"{'camera_5': 2, 'camera_6': 2}",1,"{'camera_5': 1, 'camera_6': 1}",0,1,0,1.0,"(0.2065, 1.0)",,"(None, None)",L3,False,0.965,0.965,0.9746,114,133,1,1,19,3,114,0,282,114,2,5,0.9394,0.9882,0.0,1.0,"(0.9674, 1.0)",,"(None, None)",1.0,"(0.9674, 1.0)","(0.9674, 1.0)",1.0,L3T,seq_024,1,0.0,0,0.4043
0.8065,1,4,camera_6+camera_7,0.0435,1,2,L3S-seq_024-c6+c7-6-016490,4.0,True,16490,0.8065,,,0.2188,0.4,6,overlapping,,,,,,,,,,,"{'camera_6': 4, 'camera_7': 3}",1,"{'camera_6': 2, 'camera_7': 1}",0,1,1,0.0,"(0.0, 0.7935)",0.0,"(0.0, 0.7935)",L3,False,0.7638,0.9472,0.9491,25,32,0,3,7,2,25,0,50,31,2,5,0.0,0.9816,0.0,0.12,"(0.0417, 0.2996)",,"(None, None)",0.56,"(0.3707, 0.7333)","(0.6372, 0.9081)",0.8065,L3S,seq_024,5,0.0435,1,0.62
0.9262,1,1,camera_6+camera_7,0.0147,2,36,L3S-seq_024-c6+c7-6-016490,4.0,True,16490,0.8725,,,0.2333,0.3333,6,overlapping,,,,,,,,,,,"{'camera_6': 1, 'camera_7': 3}",1,"{'camera_6': 2, 'camera_7': 1}",0,1,18,0.0,"(0.0, 0.7935)",0.0,"(0.0, 0.1759)",L3,False,0.8515,0.9194,0.9482,138,180,0,3,42,2,138,0,242,149,3,6,0.6561,0.9814,0.0,0.5725,"(0.4891, 0.6519)",,"(None, None)",0.5725,"(0.4891, 0.6519)","(0.8726, 0.9583)",0.9262,L3S,seq_024,1,0.0147,2,0.6157
0.9487,1,3,camera_6+camera_7,0.0139,1,2,L3S-seq_024-c6+c7-7-010250,12.333,True,10250,0.9359,,,0.0633,0.4,7,overlapping,,,,,,,,,,,"{'camera_6': 1, 'camera_7': 3}",1,"{'camera_6': 2, 'camera_7': 1}",0,1,0,0.0,"(0.0, 0.7935)",,"(None, None)",L3,False,0.9007,0.9494,0.9701,74,79,0,3,5,2,74,0,150,78,2,5,0.8417,0.9854,0.0,0.1892,"(0.1162, 0.2929)",,"(None, None)",0.6216,"(0.5077, 0.7235)","(0.8754, 0.9799)",0.9487,L3S,seq_024,5,0.0139,1,0.52
0.9741,1,3,camera_6+camera_7,0.0053,2,15,L3S-seq_024-c6+c7-7-010250,12.333,True,10250,0.9326,,,0.1005,0.3333,7,overlapping,,,,,,,,,,,"{'camera_6': 5, 'camera_7': 3}",1,"{'camera_6': 2, 'camera_7': 2}",0,1,7,0.0,"(0.0, 0.7935)",0.0,"(0.0, 0.3543)",L3,False,0.9184,0.9428,0.9707,376,418,0,4,42,2,376,0,742,386,3,6,0.8331,0.9858,0.0,0.1755,"(0.1404, 0.2172)",,"(None, None)",0.625,"(0.575, 0.6724)","(0.953, 0.9859)",0.9741,L3S,seq_024,1,0.0053,2,0.5202
0.96,1,1,camera_5+camera_6,0.0,0,1,L3T-seq_024-c5+c6-10-000625,4.833,True,625,0.96,,,0.1111,0.5,10,sequential,,,,,,,,,,,"{'camera_5': 3, 'camera_6': 1}",1,"{'camera_5': 1, 'camera_6': 1}",0,1,0,0.0,"(0.0, 0.7935)",,"(None, None)",L3,False,0.9273,0.966,0.9789,24,27,0,2,3,2,24,0,60,25,1,4,0.8864,0.9849,0.0,0.5833,"(0.3883, 0.7553)",,"(None, None)",0.5833,"(0.3883, 0.7553)","(0.8046, 0.9929)",0.96,L3T,seq_024,5,0.0,0,0.4167
0.9918,1,1,camera_5+camera_6,0.0,0,0,L3T-seq_024-c5+c6-10-000625,4.833,True,625,0.9836,,,0.1655,0.6,10,sequential,,,,,,,,,,,"{'camera_5': 1, 'camera_6': 1}",1,"{'camera_5': 1, 'camera_6': 1}",0,1,0,1.0,"(0.2065, 1.0)",,"(None, None)",L3,False,0.9619,0.9699,0.9788,121,145,0,1,24,3,121,0,292,122,1,5,0.9514,0.9888,0.0,1.0,"(0.9692, 1.0)",,"(None, None)",1.0,"(0.9692, 1.0)","(0.955, 0.9986)",0.9918,L3T,seq_024,1,0.0,0,0.4178
0.9213,1,3,camera_6+camera_7,0.0125,1,6,L3S-seq_024-c6+c7-14-012745,13.833,True,12745,0.8315,,,0.1368,0.4,14,overlapping,,,,,,,,,,,"{'camera_6': 4, 'camera_7': 3}",1,"{'camera_6': 2, 'camera_7': 1}",0,1,3,0.0,"(0.0, 0.7935)",0.0,"(0.0, 0.5615)",L3,False,0.8485,0.9209,0.9552,82,95,0,3,13,2,82,0,168,89,2,5,0.6392,0.9806,0.0,0.2073,"(0.1337, 0.3072)",,"(None, None)",0.5732,"(0.4652, 0.6746)","(0.8464, 0.9614)",0.9213,L3S,seq_024,5,0.0125,1,0.5298
0.9508,1,6,camera_6+camera_7,0.0047,2,45,L3S-seq_024-c6+c7-14-012745,13.833,True,12745,0.8501,,,0.1397,0.5556,14,overlapping,,,,,,,,,,,"{'camera_6': 8, 'camera_7': 6}",1,"{'camera_6': 2, 'camera_7': 2}",0,1,22,0.0,"(0.0, 0.7935)",0.0,"(0.0, 0.1487)",L3,False,0.865,0.9097,0.9514,425,494,0,4,69,5,425,0,832,447,3,9,0.6475,0.9803,0.0,0.1976,"(0.1626, 0.2381)",,"(None, None)",0.4188,"(0.3728, 0.4663)","(0.9266, 0.9673)",0.9508,L3S,seq_024,1,0.0047,2,0.5373
0.9714,1,1,camera_2+camera_3+camera_4,0.0,0,0,L3S-seq_025-c2+c3+c4-6-004395,4.0,True,4395,0.9714,,,0.4333,0.25,6,overlapping,,,,,,,,,,,"{'camera_2': 1, 'camera_3': 1, 'camera_4': 1}",3,"{'camera_2': 1, 'camera_3': 1, 'camera_4': 1}",0,3,9,1.0,"(0.4385, 1.0)",1.0,"(0.7008, 1.0)",L3,False,0.9235,0.9507,0.9599,34,60,0,1,26,1,34,0,75,35,1,4,0.8886,0.9862,0.3529,1.0,"(0.8985, 1.0)",,"(None, None)",1.0,"(0.8985, 1.0)","(0.8547, 0.9949)",0.9714,L3S,seq_025,5,0.0,0,0.4667
0.9942,1,1,camera_2+camera_3+camera_4,0.0,0,0,L3S-seq_025-c2+c3+c4-6-004395,4.0,True,4395,0.9827,,,0.4169,0.25,6,overlapping,,,,,,,,,,,"{'camera_2': 1, 'camera_3': 1, 'camera_4': 1}",3,"{'camera_2': 1, 'camera_3': 1, 'camera_4': 1}",0,3,51,1.0,"(0.4385, 1.0)",1.0,"(0.93, 1.0)",L3,False,0.9425,0.948,0.9642,172,295,0,1,123,1,172,0,363,173,1,4,0.8859,0.9865,0.343,1.0,"(0.9782, 1.0)",,"(None, None)",1.0,"(0.9782, 1.0)","(0.968, 0.999)",0.9942,L3S,seq_025,1,0.0,0,0.4766
1.0,1,2,camera_1+camera_2+camera_3,0.0,0,31,L3S-seq_025-c1+c2+c3-7-001780,3.667,True,1780,0.92,,,0.1667,0.25,7,overlapping,,,,,,,,,,,"{'camera_1': 1, 'camera_2': 2, 'camera_3': 2}",3,"{'camera_1': 1, 'camera_2': 1, 'camera_3': 1}",0,3,20,0.3333,"(0.0615, 0.7923)",0.2,"(0.0807, 0.416)",L3,False,0.9042,0.9042,0.9368,50,60,0,2,10,1,50,0,69,50,1,4,0.8046,0.9666,0.18,0.32,"(0.2076, 0.4581)",,"(None, None)",0.68,"(0.5419, 0.7924)","(0.9286, 1.0)",1.0,L3S,seq_025,5,0.0,0,0.7246
1.0,1,2,camera_1+camera_2+camera_3,0.0,0,155,L3S-seq_025-c1+c2+c3-7-001780,3.667,True,1780,0.9757,,,0.1954,0.25,7,overlapping,,,,,,,,,,,"{'camera_1': 1, 'camera_2': 2, 'camera_3': 2}",3,"{'camera_1': 1, 'camera_2': 1, 'camera_3': 1}",0,3,99,0.3333,"(0.0615, 0.7923)",0.2121,"(0.1431, 0.3026)",L3,False,0.9114,0.9114,0.9273,247,307,0,2,60,1,247,0,333,247,1,4,0.8329,0.9692,0.2227,0.3158,"(0.261, 0.3762)",,"(None, None)",0.6842,"(0.6238, 0.739)","(0.9847, 1.0)",1.0,L3S,seq_025,1,0.0,0,0.7417
0.7778,1,1,camera_1+camera_2+camera_3,0.0,0,0,L3S-seq_025-c1+c2+c3-7-002520,2.833,True,2520,0.7778,,,0.2222,0.3333,7,overlapping,,,,,,,,,,,"{'camera_1': None, 'camera_2': 1, 'camera_3': 1}",3,"{'camera_1': 0, 'camera_2': 1, 'camera_3': 1}",2,1,10,1.0,"(0.2065, 1.0)",1.0,"(0.7225, 1.0)",L3,False,0.724,0.9308,0.9335,28,36,0,1,8,1,28,0,54,36,1,3,0.0,0.967,0.2857,1.0,"(0.8794, 1.0)",,"(None, None)",1.0,"(0.8794, 1.0)","(0.6191, 0.8828)",0.7778,L3S,seq_025,5,0.0,0,0.6667
0.9368,1,1,camera_1+camera_2+camera_3,0.0,0,48,L3S-seq_025-c1+c2+c3-7-002520,2.833,True,2520,0.9195,,,0.201,0.25,7,overlapping,,,,,,,,,,,"{'camera_1': 2, 'camera_2': 1, 'camera_3': 1}",3,"{'camera_1': 1, 'camera_2': 1, 'camera_3': 1}",0,3,54,0.3333,"(0.0615, 0.7923)",0.5556,"(0.4238, 0.68)",L3,False,0.8639,0.9222,0.9409,163,204,0,2,41,1,163,0,258,174,1,4,0.7673,0.9722,0.2454,0.8528,"(0.7903, 0.899)",,"(None, None)",0.8528,"(0.7903, 0.899)","(0.8904, 0.9643)",0.9368,L3S,seq_025,1,0.0,0,0.6744
0.975,1,3,camera_6+camera_7,0.0132,1,4,L3S-seq_025-c6+c7-10-004360,12.5,True,4360,0.95,,,0.1789,0.4,10,overlapping,,,,,,,,,,,"{'camera_6': 4, 'camera_7': 3}",1,"{'camera_6': 2, 'camera_7': 1}",0,1,2,0.0,"(0.0, 0.7935)",0.0,"(0.0, 0.6576)",L3,False,0.9255,0.9493,0.9685,78,95,0,3,17,2,78,0,152,80,2,5,0.8892,0.9883,0.0,0.2308,"(0.1513, 0.3356)",,"(None, None)",0.5256,"(0.4162, 0.6326)","(0.9134, 0.9931)",0.975,L3S,seq_025,5,0.0132,1,0.5263
0.9875,1,5,camera_6+camera_7,0.0051,2,36,L3S-seq_025-c6+c7-10-004360,12.5,True,4360,0.9774,,,0.204,0.5,10,overlapping,,,,,,,,,,,"{'camera_6': 6, 'camera_7': 5}",1,"{'camera_6': 2, 'camera_7': 2}",0,1,18,0.0,"(0.0, 0.7935)",0.0,"(0.0, 0.1759)",L3,False,0.9404,0.9524,0.9674,394,495,0,4,101,4,394,0,752,399,3,8,0.9085,0.9887,0.0,0.2259,"(0.1874, 0.2697)",,"(None, None)",0.5152,"(0.466, 0.5642)","(0.971, 0.9946)",0.9875,L3S,seq_025,1,0.0051,2,0.5306
0.961,1,1,camera_6+camera_7,0.0139,1,27,L3S-seq_026-c6+c7-3-005890,9.833,True,5890,0.9351,,,0.3621,0.25,3,overlapping,,,,,,,,,,,"{'camera_6': 1, 'camera_7': 4}",1,"{'camera_6': 1, 'camera_7': 2}",0,1,14,0.0,"(0.0, 0.7935)",0.0,"(0.0, 0.2153)",L3,False,0.8987,0.9352,0.9491,74,116,0,3,42,1,74,0,120,77,2,4,0.8508,0.9814,0.0,0.8108,"(0.7071, 0.8838)",,"(None, None)",0.8108,"(0.7071, 0.8838)","(0.8916, 0.9867)",0.961,L3S,seq_026,5,0.0139,1,0.6417
0.9869,1,1,camera_6+camera_7,0.0053,2,163,L3S-seq_026-c6+c7-3-005890,9.833,True,5890,0.9634,,,0.3769,0.3333,3,overlapping,,,,,,,,,,,"{'camera_6': 1, 'camera_7': 6}",1,"{'camera_6': 1, 'camera_7': 3}",0,1,82,0.0,"(0.0, 0.7935)",0.0,"(0.0, 0.0448)",L3,False,0.9194,0.9316,0.947,377,605,0,4,228,2,377,0,592,382,3,6,0.8549,0.9816,0.0,0.7825,"(0.7381, 0.8212)",,"(None, None)",0.7825,"(0.7381, 0.8212)","(0.9697, 0.9944)",0.9869,L3S,seq_026,1,0.0053,2,0.6453
