clip_id,rule,stride,ttl,tracker,returncode,wall_s,git_sha,argv
L1-seq_020-c7-9-013530,L1,1,600,configs/tracker_rf_cbiou.yaml,0,2.48,6e14742e1f6cf990387af196ac6ac9e376b829d9,D:\yizhen\smart_kitchen\.venv\Scripts\python.exe scripts/m5_track_video.py --videos D:/yizhen/CHIRLA/CHIRLA_data/CHIRLA/videos/seq_020/camera_7_2023-07-26-13_21_40.avi --cameras camera_7 --topology configs/fix_grid/base.yaml --tracker configs/tracker_rf_cbiou.yaml --variant nano --thr 0.10 --person-cls 1 --embedder none --fps 30.0 --max-frames -1 --ttl 600 --stride 1 --start-fid 13530 --end-fid 13900 --det-cache results/det_cache/coco_nano/seq_020 --clip-id L1-seq_020-c7-9-013530 --out results/clips/runs/L1-seq_020-c7-9-013530/s1/chef_events.jsonl
L1-seq_026-c4-10-004865,L1,5,600,configs/tracker_rf_cbiou.yaml,0,1.58,6e14742e1f6cf990387af196ac6ac9e376b829d9,D:\yizhen\smart_kitchen\.venv\Scripts\python.exe scripts/m5_track_video.py --videos D:/yizhen/CHIRLA/CHIRLA_data/CHIRLA/videos/seq_026/camera_4_2023-12-05-12_12_13.avi --cameras camera_4 --topology configs/fix_grid/base.yaml --tracker configs/tracker_rf_cbiou.yaml --variant nano --thr 0.10 --person-cls 1 --embedder none --fps 30.0 --max-frames -1 --ttl 600 --stride 5 --start-fid 4865 --end-fid 5185 --det-cache results/det_cache/coco_nano/seq_026 --clip-id L1-seq_026-c4-10-004865 --out results/clips/runs/L1-seq_026-c4-10-004865/s5/chef_events.jsonl
L1-seq_026-c4-10-004865,L1,1,600,configs/tracker_rf_cbiou.yaml,0,1.61,6e14742e1f6cf990387af196ac6ac9e376b829d9,D:\yizhen\smart_kitchen\.venv\Scripts\python.exe scripts/m5_track_video.py --videos D:/yizhen/CHIRLA/CHIRLA_data/CHIRLA/videos/seq_026/camera_4_2023-12-05-12_12_13.avi --cameras camera_4 --topology configs/fix_grid/base.yaml --tracker configs/tracker_rf_cbiou.yaml --variant nano --thr 0.10 --person-cls 1 --embedder none --fps 30.0 --max-frames -1 --ttl 600 --stride 1 --start-fid 4865 --end-fid 5185 --det-cache results/det_cache/coco_nano/seq_026 --clip-id L1-seq_026-c4-10-004865 --out results/clips/runs/L1-seq_026-c4-10-004865/s1/chef_events.jsonl
L1-seq_000-c6-10-001710,L1,5,600,configs/tracker_rf_cbiou.yaml,0,1.45,6e14742e1f6cf990387af196ac6ac9e376b829d9,D:\yizhen\smart_kitchen\.venv\Scripts\python.exe scripts/m5_track_video.py --videos D:/yizhen/CHIRLA/CHIRLA_data/CHIRLA/videos/seq_000/camera_6_2023-06-02-11_14_26.avi --cameras camera_6 --topology configs/fix_grid/base.yaml --tracker configs/tracker_rf_cbiou.yaml --variant nano --thr 0.10 --person-cls 1 --embedder none --fps 30.0 --max-frames -1 --ttl 600 --stride 5 --start-fid 1710 --end-fid 2065 --det-cache results/det_cache/coco_nano/seq_000 --clip-id L1-seq_000-c6-10-001710 --out results/clips/runs/L1-seq_000-c6-10-001710/s5/chef_events.jsonl
L1-seq_000-c6-10-001710,L1,1,600,configs/tracker_rf_cbiou.yaml,0,1.41,6e14742e1f6cf990387af196ac6ac9e376b829d9,D:\yizhen\smart_kitchen\.venv\Scripts\python.exe scripts/m5_track_video.py --videos D:/yizhen/CHIRLA/CHIRLA_data/CHIRLA/videos/seq_000/camera_6_2023-06-02-11_14_26.avi --cameras camera_6 --topology configs/fix_grid/base.yaml --tracker configs/tracker_rf_cbiou.yaml --variant nano --thr 0.10 --person-cls 1 --embedder none --fps 30.0 --max-frames -1 --ttl 600 --stride 1 --start-fid 1710 --end-fid 2065 --det-cache results/det_cache/coco_nano/seq_000 --clip-id L1-seq_000-c6-10-001710 --out results/clips/runs/L1-seq_000-c6-10-001710/s1/chef_events.jsonl
L1-seq_024-c2-11-015940,L1,5,600,configs/tracker_rf_cbiou.yaml,0,2.89,6e14742e1f6cf990387af196ac6ac9e376b829d9,D:\yizhen\smart_kitchen\.venv\Scripts\python.exe scripts/m5_track_video.py --videos D:/yizhen/CHIRLA/CHIRLA_data/CHIRLA/videos/seq_024/camera_2_2023-12-01-11_05_52.avi --cameras camera_2 --topology configs/fix_grid/base.yaml --tracker configs/tracker_rf_cbiou.yaml --variant nano --thr 0.10 --person-cls 1 --embedder none --fps 30.0 --max-frames -1 --ttl 600 --stride 5 --start-fid 15940 --end-fid 16320 --det-cache results/det_cache/coco_nano/seq_024 --clip-id L1-seq_024-c2-11-015940 --out results/clips/runs/L1-seq_024-c2-11-015940/s5/chef_events.jsonl
L1-seq_024-c2-11-015940,L1,1,600,configs/tracker_rf_cbiou.yaml,0,3.1,6e14742e1f6cf990387af196ac6ac9e376b829d9,D:\yizhen\smart_kitchen\.venv\Scripts\python.exe scripts/m5_track_video.py --videos D:/yizhen/CHIRLA/CHIRLA_data/CHIRLA/videos/seq_024/camera_2_2023-12-01-11_05_52.avi --cameras camera_2 --topology configs/fix_grid/base.yaml --tracker configs/tracker_rf_cbiou.yaml --variant nano --thr 0.10 --person-cls 1 --embedder none --fps 30.0 --max-frames -1 --ttl 600 --stride 1 --start-fid 15940 --end-fid 16320 --det-cache results/det_cache/coco_nano/seq_024 --clip-id L1-seq_024-c2-11-015940 --out results/clips/runs/L1-seq_024-c2-11-015940/s1/chef_events.jsonl
L1-seq_026-c7-11-004120,L1,5,600,configs/tracker_rf_cbiou.yaml,0,1.75,6e14742e1f6cf990387af196ac6ac9e376b829d9,D:\yizhen\smart_kitchen\.venv\Scripts\python.exe scripts/m5_track_video.py --videos D:/yizhen/CHIRLA/CHIRLA_data/CHIRLA/videos/seq_026/camera_7_2023-12-05-12_12_13.avi --cameras camera_7 --topology configs/fix_grid/base.yaml --tracker configs/tracker_rf_cbiou.yaml --variant nano --thr 0.10 --person-cls 1 --embedder none --fps 30.0 --max-frames -1 --ttl 600 --stride 5 --start-fid 4120 --end-fid 4380 --det-cache results/det_cache/coco_nano/seq_026 --clip-id L1-seq_026-c7-11-004120 --out results/clips/runs/L1-seq_026-c7-11-004120/s5/chef_events.jsonl
L1-seq_026-c7-11-004120,L1,1,600,configs/tracker_rf_cbiou.yaml,0,1.55,6e14742e1f6cf990387af196ac6ac9e376b829d9,D:\yizhen\smart_kitchen\.venv\Scripts\python.exe scripts/m5_track_video.py --videos D:/yizhen/CHIRLA/CHIRLA_data/CHIRLA/videos/seq_026/camera_7_2023-12-05-12_12_13.avi --cameras camera_7 --topology configs/fix_grid/base.yaml --tracker configs/tracker_rf_cbiou.yaml --variant nano --thr 0.10 --person-cls 1 --embedder none --fps 30.0 --max-frames -1 --ttl 600 --stride 1 --start-fid 4120 --end-fid 4380 --det-cache results/det_cache/coco_nano/seq_026 --clip-id L1-seq_026-c7-11-004120 --out results/clips/runs/L1-seq_026-c7-11-004120/s1/chef_events.jsonl
L1-seq_020-c1-12-003195,L1,5,600,configs/tracker_rf_cbiou.yaml,0,1.6,6e14742e1f6cf990387af196ac6ac9e376b829d9,D:\yizhen\smart_kitchen\.venv\Scripts\python.exe scripts/m5_track_video.py --videos D:/yizhen/CHIRLA/CHIRLA_data/CHIRLA/videos/seq_020/camera_1_2023-07-26-13_21_40.avi --cameras camera_1 --topology configs/fix_grid/base.yaml --tracker configs/tracker_rf_cbiou.yaml --variant nano --thr 0.10 --person-cls 1 --embedder none --fps 30.0 --max-frames -1 --ttl 600 --stride 5 --start-fid 3195 --end-fid 3615 --det-cache results/det_cache/coco_nano/seq_020 --clip-id L1-seq_020-c1-12-003195 --out results/clips/runs/L1-seq_020-c1-12-003195/s5/chef_events.jsonl
L1-seq_020-c1-12-003195,L1,1,600,configs/tracker_rf_cbiou.yaml,0,1.66,6e14742e1f6cf990387af196ac6ac9e376b829d9,D:\yizhen\smart_kitchen\.venv\Scripts\python.exe scripts/m5_track_video.py --videos D:/yizhen/CHIRLA/CHIRLA_data/CHIRLA/videos/seq_020/camera_1_2023-07-26-13_21_40.avi --cameras camera_1 --topology configs/fix_grid/base.yaml --tracker configs/tracker_rf_cbiou.yaml --variant nano --thr 0.10 --person-cls 1 --embedder none --fps 30.0 --max-frames -1 --ttl 600 --stride 1 --start-fid 3195 --end-fid 3615 --det-cache results/det_cache/coco_nano/seq_020 --clip-id L1-seq_020-c1-12-003195 --out results/clips/runs/L1-seq_020-c1-12-003195/s1/chef_events.jsonl
L1-seq_025-c4-12-000120,L1,5,600,configs/tracker_rf_cbiou.yaml,0,1.28,6e14742e1f6cf990387af196ac6ac9e376b829d9,D:\yizhen\smart_kitchen\.venv\Scripts\python.exe scripts/m5_track_video.py --videos D:/yizhen/CHIRLA/CHIRLA_data/CHIRLA/videos/seq_025/camera_4_2023-12-04-12_11_17.avi --cameras camera_4 --topology configs/fix_grid/base.yaml --tracker configs/tracker_rf_cbiou.yaml --variant nano --thr 0.10 --person-cls 1 --embedder none --fps 30.0 --max-frames -1 --ttl 600 --stride 5 --start-fid 120 --end-fid 495 --det-cache results/det_cache/coco_nano/seq_025 --clip-id L1-seq_025-c4-12-000120 --out results/clips/runs/L1-seq_025-c4-12-000120/s5/chef_events.jsonl
L1-seq_025-c4-12-000120,L1,1,600,configs/tracker_rf_cbiou.yaml,0,1.32,6e14742e1f6cf990387af196ac6ac9e376b829d9,D:\yizhen\smart_kitchen\.venv\Scripts\python.exe scripts/m5_track_video.py --videos D:/yizhen/CHIRLA/CHIRLA_data/CHIRLA/videos/seq_025/camera_4_2023-12-04-12_11_17.avi --cameras camera_4 --topology configs/fix_grid/base.yaml --tracker configs/tracker_rf_cbiou.yaml --variant nano --thr 0.10 --person-cls 1 --embedder none --fps 30.0 --max-frames -1 --ttl 600 --stride 1 --start-fid 120 --end-fid 495 --det-cache results/det_cache/coco_nano/seq_025 --clip-id L1-seq_025-c4-12-000120 --out results/clips/runs/L1-seq_025-c4-12-000120/s1/chef_events.jsonl
L1-seq_020-c4-13-005720,L1,5,600,configs/tracker_rf_cbiou.yaml,0,1.76,6e14742e1f6cf990387af196ac6ac9e376b829d9,D:\yizhen\smart_kitchen\.venv\Scripts\python.exe scripts/m5_track_video.py --videos D:/yizhen/CHIRLA/CHIRLA_data/CHIRLA/videos/seq_020/camera_4_2023-07-26-13_21_40.avi --cameras camera_4 --topology configs/fix_grid/base.yaml --tracker configs/tracker_rf_cbiou.yaml --variant nano --thr 0.10 --person-cls 1 --embedder none --fps 30.0 --max-frames -1 --ttl 600 --stride 5 --start-fid 5720 --end-fid 5930 --det-cache results/det_cache/coco_nano/seq_020 --clip-id L1-seq_020-c4-13-005720 --out results/clips/runs/L1-seq_020-c4-13-005720/s5/chef_events.jsonl
L1-seq_020-c4-13-005720,L1,1,600,configs/tracker_rf_cbiou.yaml,0,1.58,6e14742e1f6cf990387af196ac6ac9e376b829d9,D:\yizhen\smart_kitchen\.venv\Scripts\python.exe scripts/m5_track_video.py --videos D:/yizhen/CHIRLA/CHIRLA_data/CHIRLA/videos/seq_020/camera_4_2023-07-26-13_21_40.avi --cameras camera_4 --topology configs/fix_grid/base.yaml --tracker configs/tracker_rf_cbiou.yaml --variant nano --thr 0.10 --person-cls 1 --embedder none --fps 30.0 --max-frames -1 --ttl 600 --stride 1 --start-fid 5720 --end-fid 5930 --det-cache results/det_cache/coco_nano/seq_020 --clip-id L1-seq_020-c4-13-005720 --out results/clips/runs/L1-seq_020-c4-13-005720/s1/chef_events.jsonl
L1-seq_020-c5-13-006950,L1,5,600,configs/tracker_rf_cbiou.yaml,0,1.67,6e14742e1f6cf990387af196ac6ac9e376b829d9,D:\yizhen\smart_kitchen\.venv\Scripts\python.exe scripts/m5_track_video.py --videos D:/yizhen/CHIRLA/CHIRLA_data/CHIRLA/videos/seq_020/camera_5_2023-07-26-13_21_40.avi --cameras camera_5 --topology configs/fix_grid/base.yaml --tracker configs/tracker_rf_cbiou.yaml --variant nano --thr 0.10 --person-cls 1 --embedder none --fps 30.0 --max-frames -1 --ttl 600 --stride 5 --start-fid 6950 --end-fid 7140 --det-cache results/det_cache/coco_nano/seq_020 --clip-id L1-seq_020-c5-13-006950 --out results/clips/runs/L1-seq_020-c5-13-006950/s5/chef_events.jsonl
L1-seq_020-c5-13-006950,L1,1,600,configs/tracker_rf_cbiou.yaml,0,1.8,6e14742e1f6cf990387af196ac6ac9e376b829d9,D:\yizhen\smart_kitchen\.venv\Scripts\python.exe scripts/m5_track_video.py --videos D:/yizhen/CHIRLA/CHIRLA_data/CHIRLA/videos/seq_020/camera_5_2023-07-26-13_21_40.avi --cameras camera_5 --topology configs/fix_grid/base.yaml --tracker configs/tracker_rf_cbiou.yaml --variant nano --thr 0.10 --person-cls 1 --embedder none --fps 30.0 --max-frames -1 --ttl 600 --stride 1 --start-fid 6950 --end-fid 7140 --det-cache results/det_cache/coco_nano/seq_020 --clip-id L1-seq_020-c5-13-006950 --out results/clips/runs/L1-seq_020-c5-13-006950/s1/chef_events.jsonl
L1-seq_024-c7-14-015805,L1,5,600,configs/tracker_rf_cbiou.yaml,0,2.49,6e14742e1f6cf990387af196ac6ac9e376b829d9,D:\yizhen\smart_kitchen\.venv\Scripts\python.exe scripts/m5_track_video.py --videos D:/yizhen/CHIRLA/CHIRLA_data/CHIRLA/videos/seq_024/camera_7_2023-12-01-11_05_52.avi --cameras camera_7 --topology configs/fix_grid/base.yaml --tracker configs/tracker_rf_cbiou.yaml --variant nano --thr 0.10 --person-cls 1 --embedder none --fps 30.0 --max-frames -1 --ttl 600 --stride 5 --start-fid 15805 --end-fid 16125 --det-cache results/det_cache/coco_nano/seq_024 --clip-id L1-seq_024-c7-14-015805 --out results/clips/runs/L1-seq_024-c7-14-015805/s5/chef_events.jsonl
L1-seq_024-c7-14-015805,L1,1,600,configs/tracker_rf_cbiou.yaml,0,2.48,6e14742e1f6cf990387af196ac6ac9e376b829d9,D:\yizhen\smart_kitchen\.venv\Scripts\python.exe scripts/m5_track_video.py --videos D:/yizhen/CHIRLA/CHIRLA_data/CHIRLA/videos/seq_024/camera_7_2023-12-01-11_05_52.avi --cameras camera_7 --topology configs/fix_grid/base.yaml --tracker configs/tracker_rf_cbiou.yaml --variant nano --thr 0.10 --person-cls 1 --embedder none --fps 30.0 --max-frames -1 --ttl 600 --stride 1 --start-fid 15805 --end-fid 16125 --det-cache results/det_cache/coco_nano/seq_024 --clip-id L1-seq_024-c7-14-015805 --out results/clips/runs/L1-seq_024-c7-14-015805/s1/chef_events.jsonl
L1-seq_024-c7-14-012820,L1,5,600,configs/tracker_rf_cbiou.yaml,0,2.19,6e14742e1f6cf990387af196ac6ac9e376b829d9,D:\yizhen\smart_kitchen\.venv\Scripts\python.exe scripts/m5_track_video.py --videos D:/yizhen/CHIRLA/CHIRLA_data/CHIRLA/videos/seq_024/camera_7_2023-12-01-11_05_52.avi --cameras camera_7 --topology configs/fix_grid/base.yaml --tracker configs/tracker_rf_cbiou.yaml --variant nano --thr 0.10 --person-cls 1 --embedder none --fps 30.0 --max-frames -1 --ttl 600 --stride 5 --start-fid 12820 --end-fid 13080 --det-cache results/det_cache/coco_nano/seq_024 --clip-id L1-seq_024-c7-14-012820 --out results/clips/runs/L1-seq_024-c7-14-012820/s5/chef_events.jsonl
L1-seq_024-c7-14-012820,L1,1,600,configs/tracker_rf_cbiou.yaml,0,2.19,6e14742e1f6cf990387af196ac6ac9e376b829d9,D:\yizhen\smart_kitchen\.venv\Scripts\python.exe scripts/m5_track_video.py --videos D:/yizhen/CHIRLA/CHIRLA_data/CHIRLA/videos/seq_024/camera_7_2023-12-01-11_05_52.avi --cameras camera_7 --topology configs/fix_grid/base.yaml --tracker configs/tracker_rf_cbiou.yaml --variant nano --thr 0.10 --person-cls 1 --embedder none --fps 30.0 --max-frames -1 --ttl 600 --stride 1 --start-fid 12820 --end-fid 13080 --det-cache results/det_cache/coco_nano/seq_024 --clip-id L1-seq_024-c7-14-012820 --out results/clips/runs/L1-seq_024-c7-14-012820/s1/chef_events.jsonl
L1-seq_020-c4-15-002795,L1,5,600,configs/tracker_rf_cbiou.yaml,0,1.52,6e14742e1f6cf990387af196ac6ac9e376b829d9,D:\yizhen\smart_kitchen\.venv\Scripts\python.exe scripts/m5_track_video.py --videos D:/yizhen/CHIRLA/CHIRLA_data/CHIRLA/videos/seq_020/camera_4_2023-07-26-13_21_40.avi --cameras camera_4 --topology configs/fix_grid/base.yaml --tracker configs/tracker_rf_cbiou.yaml --variant nano --thr 0.10 --person-cls 1 --embedder none --fps 30.0 --max-frames -1 --ttl 600 --stride 5 --start-fid 2795 --end-fid 3210 --det-cache results/det_cache/coco_nano/seq_020 --clip-id L1-seq_020-c4-15-002795 --out results/clips/runs/L1-seq_020-c4-15-002795/s5/chef_events.jsonl
L1-seq_020-c4-15-002795,L1,1,600,configs/tracker_rf_cbiou.yaml,0,2.13,6e14742e1f6cf990387af196ac6ac9e376b829d9,D:\yizhen\smart_kitchen\.venv\Scripts\python.exe scripts/m5_track_video.py --videos D:/yizhen/CHIRLA/CHIRLA_data/CHIRLA/videos/seq_020/camera_4_2023-07-26-13_21_40.avi --cameras camera_4 --topology configs/fix_grid/base.yaml --tracker configs/tracker_rf_cbiou.yaml --variant nano --thr 0.10 --person-cls 1 --embedder none --fps 30.0 --max-frames -1 --ttl 600 --stride 1 --start-fid 2795 --end-fid 3210 --det-cache results/det_cache/coco_nano/seq_020 --clip-id L1-seq_020-c4-15-002795 --out results/clips/runs/L1-seq_020-c4-15-002795/s1/chef_events.jsonl
L1-seq_020-c4-15-003245,L1,5,600,configs/tracker_rf_cbiou.yaml,0,1.31,6e14742e1f6cf990387af196ac6ac9e376b829d9,D:\yizhen\smart_kitchen\.venv\Scripts\python.exe scripts/m5_track_video.py --videos D:/yizhen/CHIRLA/CHIRLA_data/CHIRLA/videos/seq_020/camera_4_2023-07-26-13_21_40.avi --cameras camera_4 --topology configs/fix_grid/base.yaml --tracker configs/tracker_rf_cbiou.yaml --variant nano --thr 0.10 --person-cls 1 --embedder none --fps 30.0 --max-frames -1 --ttl 600 --stride 5 --start-fid 3245 --end-fid 3430 --det-cache results/det_cache/coco_nano/seq_020 --clip-id L1-seq_020-c4-15-003245 --out results/clips/runs/L1-seq_020-c4-15-003245/s5/chef_events.jsonl
L1-seq_020-c4-15-003245,L1,1,600,configs/tracker_rf_cbiou.yaml,0,1.34,6e14742e1f6cf990387af196ac6ac9e376b829d9,D:\yizhen\smart_kitchen\.venv\Scripts\python.exe scripts/m5_track_video.py --videos D:/yizhen/CHIRLA/CHIRLA_data/CHIRLA/videos/seq_020/camera_4_2023-07-26-13_21_40.avi --cameras camera_4 --topology configs/fix_grid/base.yaml --tracker configs/tracker_rf_cbiou.yaml --variant nano --thr 0.10 --person-cls 1 --embedder none --fps 30.0 --max-frames -1 --ttl 600 --stride 1 --start-fid 3245 --end-fid 3430 --det-cache results/det_cache/coco_nano/seq_020 --clip-id L1-seq_020-c4-15-003245 --out results/clips/runs/L1-seq_020-c4-15-003245/s1/chef_events.jsonl
L1-seq_020-c3-16-002975,L1,5,600,configs/tracker_rf_cbiou.yaml,0,1.41,6e14742e1f6cf990387af196ac6ac9e376b829d9,D:\yizhen\smart_kitchen\.venv\Scripts\python.exe scripts/m5_track_video.py --videos D:/yizhen/CHIRLA/CHIRLA_data/CHIRLA/videos/seq_020/camera_3_2023-07-26-13_21_40.avi --cameras camera_3 --topology configs/fix_grid/base.yaml --tracker configs/tracker_rf_cbiou.yaml --variant nano --thr 0.10 --person-cls 1 --embedder none --fps 30.0 --max-frames -1 --ttl 600 --stride 5 --start-fid 2975 --end-fid 3205 --det-cache results/det_cache/coco_nano/seq_020 --clip-id L1-seq_020-c3-16-002975 --out results/clips/runs/L1-seq_020-c3-16-002975/s5/chef_events.jsonl
L1-seq_020-c3-16-002975,L1,1,600,configs/tracker_rf_cbiou.yaml,0,1.71,6e14742e1f6cf990387af196ac6ac9e376b829d9,D:\yizhen\smart_kitchen\.venv\Scripts\python.exe scripts/m5_track_video.py --videos D:/yizhen/CHIRLA/CHIRLA_data/CHIRLA/videos/seq_020/camera_3_2023-07-26-13_21_40.avi --cameras camera_3 --topology configs/fix_grid/base.yaml --tracker configs/tracker_rf_cbiou.yaml --variant nano --thr 0.10 --person-cls 1 --embedder none --fps 30.0 --max-frames -1 --ttl 600 --stride 1 --start-fid 2975 --end-fid 3205 --det-cache results/det_cache/coco_nano/seq_020 --clip-id L1-seq_020-c3-16-002975 --out results/clips/runs/L1-seq_020-c3-16-002975/s1/chef_events.jsonl
L1-seq_000-c3-18-000540,L1,5,600,configs/tracker_rf_cbiou.yaml,0,1.25,6e14742e1f6cf990387af196ac6ac9e376b829d9,D:\yizhen\smart_kitchen\.venv\Scripts\python.exe scripts/m5_track_video.py --videos D:/yizhen/CHIRLA/CHIRLA_data/CHIRLA/videos/seq_000/camera_3_2023-06-02-11_14_26.avi --cameras camera_3 --topology configs/fix_grid/base.yaml --tracker configs/tracker_rf_cbiou.yaml --variant nano --thr 0.10 --person-cls 1 --embedder none --fps 30.0 --max-frames -1 --ttl 600 --stride 5 --start-fid 540 --end-fid 805 --det-cache results/det_cache/coco_nano/seq_000 --clip-id L1-seq_000-c3-18-000540 --out results/clips/runs/L1-seq_000-c3-18-000540/s5/chef_events.jsonl
L1-seq_000-c3-18-000540,L1,1,600,configs/tracker_rf_cbiou.yaml,0,1.21,6e14742e1f6cf990387af196ac6ac9e376b829d9,D:\yizhen\smart_kitchen\.venv\Scripts\python.exe scripts/m5_track_video.py --videos D:/yizhen/CHIRLA/CHIRLA_data/CHIRLA/videos/seq_000/camera_3_2023-06-02-11_14_26.avi --cameras camera_3 --topology configs/fix_grid/base.yaml --tracker configs/tracker_rf_cbiou.yaml --variant nano --thr 0.10 --person-cls 1 --embedder none --fps 30.0 --max-frames -1 --ttl 600 --stride 1 --start-fid 540 --end-fid 805 --det-cache results/det_cache/coco_nano/seq_000 --clip-id L1-seq_000-c3-18-000540 --out results/clips/runs/L1-seq_000-c3-18-000540/s1/chef_events.jsonl
L1-seq_000-c3-18-001400,L1,5,600,configs/tracker_rf_cbiou.yaml,0,1.47,6e14742e1f6cf990387af196ac6ac9e376b829d9,D:\yizhen\smart_kitchen\.venv\Scripts\python.exe scripts/m5_track_video.py --videos D:/yizhen/CHIRLA/CHIRLA_data/CHIRLA/videos/seq_000/camera_3_2023-06-02-11_14_26.avi --cameras camera_3 --topology configs/fix_grid/base.yaml --tracker configs/tracker_rf_cbiou.yaml --variant nano --thr 0.10 --person-cls 1 --embedder none --fps 30.0 --max-frames -1 --ttl 600 --stride 5 --start-fid 1400 --end-fid 1830 --det-cache results/det_cache/coco_nano/seq_000 --clip-id L1-seq_000-c3-18-001400 --out results/clips/runs/L1-seq_000-c3-18-001400/s5/chef_events.jsonl
L1-seq_000-c3-18-001400,L1,1,600,configs/tracker_rf_cbiou.yaml,0,1.5,6e14742e1f6cf990387af196ac6ac9e376b829d9,D:\yizhen\smart_kitchen\.venv\Scripts\python.exe scripts/m5_track_video.py --videos D:/yizhen/CHIRLA/CHIRLA_data/CHIRLA/videos/seq_000/camera_3_2023-06-02-11_14_26.avi --cameras camera_3 --topology configs/fix_grid/base.yaml --tracker configs/tracker_rf_cbiou.yaml --variant nano --thr 0.10 --person-cls 1 --embedder none --fps 30.0 --max-frames -1 --ttl 600 --stride 1 --start-fid 1400 --end-fid 1830 --det-cache results/det_cache/coco_nano/seq_000 --clip-id L1-seq_000-c3-18-001400 --out results/clips/runs/L1-seq_000-c3-18-001400/s1/chef_events.jsonl
L1-seq_006-c2-24-002915,L1,5,600,configs/tracker_rf_cbiou.yaml,0,1.61,6e14742e1f6cf990387af196ac6ac9e376b829d9,D:\yizhen\smart_kitchen\.venv\Scripts\python.exe scripts/m5_track_video.py --videos D:/yizhen/CHIRLA/CHIRLA_data/CHIRLA/videos/seq_006/camera_2_2023-06-13-13_24_46.avi --cameras camera_2 --topology configs/fix_grid/base.yaml --tracker configs/tracker_rf_cbiou.yaml --variant nano --thr 0.10 --person-cls 1 --embedder none --fps 30.0 --max-frames -1 --ttl 600 --stride 5 --start-fid 2915 --end-fid 3345 --det-cache results/det_cache/coco_nano/seq_006 --clip-id L1-seq_006-c2-24-002915 --out results/clips/runs/L1-seq_006-c2-24-002915/s5/chef_events.jsonl
L1-seq_006-c2-24-002915,L1,1,600,configs/tracker_rf_cbiou.yaml,0,1.69,6e14742e1f6cf990387af196ac6ac9e376b829d9,D:\yizhen\smart_kitchen\.venv\Scripts\python.exe scripts/m5_track_video.py --videos D:/yizhen/CHIRLA/CHIRLA_data/CHIRLA/videos/seq_006/camera_2_2023-06-13-13_24_46.avi --cameras camera_2 --topology configs/fix_grid/base.yaml --tracker configs/tracker_rf_cbiou.yaml --variant nano --thr 0.10 --person-cls 1 --embedder none --fps 30.0 --max-frames -1 --ttl 600 --stride 1 --start-fid 2915 --end-fid 3345 --det-cache results/det_cache/coco_nano/seq_006 --clip-id L1-seq_006-c2-24-002915 --out results/clips/runs/L1-seq_006-c2-24-002915/s1/chef_events.jsonl
L2-seq_000-c1-3-003910,L2,5,600,configs/tracker_rf_cbiou.yaml,0,2.16,6e14742e1f6cf990387af196ac6ac9e376b829d9,D:\yizhen\smart_kitchen\.venv\Scripts\python.exe scripts/m5_track_video.py --videos D:/yizhen/CHIRLA/CHIRLA_data/CHIRLA/videos/seq_000/camera_1_2023-06-02-11_14_25.avi --cameras camera_1 --topology configs/fix_grid/base.yaml --tracker configs/tracker_rf_cbiou.yaml --variant nano --thr 0.10 --person-cls 1 --embedder none --fps 30.0 --max-frames -1 --ttl 600 --stride 5 --start-fid 3910 --end-fid 4795 --det-cache results/det_cache/coco_nano/seq_000 --clip-id L2-seq_000-c1-3-003910 --out results/clips/runs/L2-seq_000-c1-3-003910/s5/chef_events.jsonl
L2-seq_000-c1-3-003910,L2,1,600,configs/tracker_rf_cbiou.yaml,0,2.27,6e14742e1f6cf990387af196ac6ac9e376b829d9,D:\yizhen\smart_kitchen\.venv\Scripts\python.exe scripts/m5_track_video.py --videos D:/yizhen/CHIRLA/CHIRLA_data/CHIRLA/videos/seq_000/camera_1_2023-06-02-11_14_25.avi --cameras camera_1 --topology configs/fix_grid/base.yaml --tracker configs/tracker_rf_cbiou.yaml --variant nano --thr 0.10 --person-cls 1 --embedder none --fps 30.0 --max-frames -1 --ttl 600 --stride 1 --start-fid 3910 --end-fid 4795 --det-cache results/det_cache/coco_nano/seq_000 --clip-id L2-seq_000-c1-3-003910 --out results/clips/runs/L2-seq_000-c1-3-003910/s1/chef_events.jsonl
L2-seq_000-c7-10-001530,L2,5,600,configs/tracker_rf_cbiou.yaml,0,1.44,6e14742e1f6cf990387af196ac6ac9e376b829d9,D:\yizhen\smart_kitchen\.venv\Scripts\python.exe scripts/m5_track_video.py --videos D:/yizhen/CHIRLA/CHIRLA_data/CHIRLA/videos/seq_000/camera_7_2023-06-02-11_14_26.avi --cameras camera_7 --topology configs/fix_grid/base.yaml --tracker configs/tracker_rf_cbiou.yaml --variant nano --thr 0.10 --person-cls 1 --embedder none --fps 30.0 --max-frames -1 --ttl 600 --stride 5 --start-fid 1530 --end-fid 1945 --det-cache results/det_cache/coco_nano/seq_000 --clip-id L2-seq_000-c7-10-001530 --out results/clips/runs/L2-seq_000-c7-10-001530/s5/chef_events.jsonl
